Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
176,Kenny King,RAI,FB,26,15,15,0,0,0,0,0,82,294,3.59,1,14,149,10.64,1,1,,2,,,55,69.3,75.8,62.3,,64,
177,Bill Ring,SFO,FB,27,16,5,0,0,0,0,0,64,254,3.97,2,23,182,7.91,0,1,,2,,,55,77.6,84.1,66.1,,65,
178,Theo Bell,TAM,WR,30,16,4,0,0,0,0,0,0,0,,0,25,410,16.40,2,0,,2,,,53,78.0,81.0,65.5,,59,
179,Joe Rose,MIA,TE,26,16,0,0,0,0,0,0,0,0,,0,29,345,11.90,3,0,,3,,,53,81.5,84.5,67.0,,21,
180,Booker Moore,BUF,FB,24,15,11,0,0,0,0,0,60,275,4.58,0,34,199,5.85,1,1,,1,,,52,86.4,92.9,69.4,,66,
181,Larry Moriarty,HOU,FB,25,16,8,0,0,0,0,0,65,321,4.94,3,4,32,8.00,0,1,,3,,,52,56.3,59.8,54.3,,67,
182,Michael Williams,PHI,RB,22,15,9,0,0,0,0,0,103,385,3.74,0,17,142,8.35,0,1,,0,,,52,68.7,75.2,60.2,,68,
183,Floyd Hodge,ATL,WR,24,12,6,1,2,28,0,1,0,0,,0,25,280,11.20,4,0,,4,,,51,76.1,80.1,64.6,,60,
184,David Hughes,SEA,FB,24,16,6,0,0,0,0,0,83,313,3.77,1,10,100,10.00,1,2,,2,,,51,61.3,68.3,56.3,,69,
185,Barry Redden,RAM,FB,23,15,0,0,0,0,0,0,75,372,4.96,2,4,30,7.50,0,2,,2,,,50,54.2,58.2,52.2,,70,
186,Stephen Starring,NWE,WR,22,15,3,0,0,0,0,0,0,0,,0,17,389,22.88,2,1,,2,,,50,66.9,70.4,58.4,,61,
187,Willis Adams,CLE,WR,27,16,5,0,0,0,0,0,1,2,2.00,0,20,374,18.70,2,1,,2,,,49,68.6,72.1,58.6,,64,
188,Doug Donley,DAL,WR,24,11,1,0,0,0,0,0,0,0,,0,18,370,20.56,2,0,,2,,,49,67.0,70.0,58.0,,62,
189,Nick Giaquinto,WAS,RB,28,16,0,0,0,0,0,0,14,53,3.79,1,27,372,13.78,0,0,,1,,,49,75.5,78.5,62.0,,71,
190,Mark Nichols,DET,WR,24,16,12,0,0,0,0,0,1,13,13.00,0,29,437,15.07,1,2,,1,,,49,78.0,82.0,63.5,,63,
191,Gary Danielson,DET,QB,32,10,0,59,113,720,7,4,6,8,1.33,0,0,0,,0,2,,0,,,48,47.6,55.6,51.6,,35,
192,Dave Preston,DEN,RB,28,14,3,0,0,0,0,0,57,222,3.89,1,17,137,8.06,1,0,,2,,,48,64.9,70.9,56.4,,72,
193,Harlan Huckleby,GNB,RB,26,16,2,0,0,0,0,0,50,182,3.64,4,10,87,8.70,0,4,,4,,,47,56.9,61.9,51.9,,74,
194,Terry LeCount,MIN,WR,27,11,10,0,1,0,0,0,2,42,21.00,0,21,318,15.14,2,1,,2,,,47,68.0,71.5,57.5,,65,
195,Mike Meade,GNB,FB,23,16,6,0,0,0,0,0,55,201,3.65,1,16,110,6.88,2,2,,3,,,47,63.1,70.1,55.1,,73,
196,Gifford Nielsen,HOU,QB,29,7,7,90,175,1125,5,8,8,43,5.38,0,0,0,,0,6,,0,,,47,47.3,61.3,55.3,,36,
197,Ken Margerum,CHI,WR,25,15,9,0,0,0,0,0,1,7,7.00,0,21,336,16.00,2,1,,2,,,45,66.3,69.8,55.8,,66,
198,Stanley Wilson,CIN,FB,22,10,2,0,0,0,0,0,56,267,4.77,1,12,107,8.92,1,4,,2,,,45,57.4,65.4,51.4,,75,
199,Bob Bruer,MIN,TE,30,16,9,0,0,0,0,0,0,0,,0,31,315,10.16,2,0,,2,,,44,74.5,77.5,59.0,,23,
200,Clint Didier,WAS,TE,24,16,2,0,0,0,0,0,0,0,,0,9,153,17.00,4,1,,5,,,44,53.3,56.8,48.8,,22,
201,Jerome Barkum,NYJ,TE,33,15,13,0,0,0,0,0,0,0,,0,32,385,12.03,1,2,,1,,,43,74.5,78.5,58.5,,24,
202,Sam McCullum,MIN,WR,31,11,6,0,0,0,0,0,0,0,,0,21,314,14.95,2,0,,2,,,43,64.4,67.4,53.9,,67,
203,Mike Renfro,HOU,WR,28,9,7,0,0,0,0,0,1,3,3.00,0,23,316,13.74,2,1,,2,,,43,65.9,69.4,54.4,,69,
204,Perry Tuttle,BUF,WR,24,9,3,0,0,0,0,0,0,0,,0,17,261,15.35,3,1,,3,,,43,60.1,63.6,51.6,,68,
205,Dan Johnson,MIA,TE,23,16,16,0,0,0,0,0,0,0,,0,24,189,7.88,4,1,,4,,,42,65.9,69.4,53.9,,25,
206,Dokie Williams,RAI,WR,23,16,0,0,0,0,0,0,0,0,,0,14,259,18.50,3,2,,3,,,42,55.9,59.9,48.9,,71,
207,Mike Wilson,SFO,WR,25,15,3,0,0,0,0,0,0,0,,0,30,433,14.43,0,1,,0,,,42,72.3,75.8,57.3,,70,
208,John Mistler,NYG,WR,25,16,8,0,1,0,0,0,0,0,,0,45,422,9.38,0,1,,0,,,41,86.2,89.7,63.7,,72,
209,Wayne Morris,STL,FB,29,15,11,0,0,0,0,0,75,257,3.43,2,14,55,3.93,0,2,,2,,,41,55.2,59.2,48.2,,77,
210,Jeff Rutledge,NYG,QB,26,4,4,87,174,1208,3,8,7,27,3.86,0,0,0,,0,6,,0,,,41,41.0,55.0,49.0,,37,
211,Dwight Walker,CLE,RB,24,16,0,1,3,25,0,1,19,100,5.26,0,29,273,9.41,1,1,,1,,,41,70.3,77.8,56.8,,76,
212,Jimmie Giles,TAM,TE,29,11,9,0,0,0,0,0,0,0,,0,25,349,13.96,1,1,,1,,,40,64.9,68.4,52.4,,26,
213,Alfred Jackson,ATL,WR,28,4,4,0,0,0,0,0,0,0,,0,13,220,16.92,3,0,,3,,,40,53.0,56.0,46.5,,73,
214,Byron Williams,NYG,WR,23,5,0,0,0,0,0,0,0,0,,0,20,346,17.30,1,1,,1,,,40,59.6,63.1,49.6,,74,
215,Rickey Young,MIN,RB,30,16,4,0,0,0,0,0,39,90,2.31,2,21,193,9.19,0,0,,2,,,40,61.3,64.3,50.8,,78,
216,Ray Butler,BAL,WR,27,11,7,0,0,0,0,0,0,0,,0,10,207,20.70,3,0,,3,,,39,48.7,51.7,43.7,,76,
217,Ricky Feacher,CLE,WR,29,9,5,0,0,0,0,0,0,0,,0,13,217,16.69,3,1,,3,,,39,51.7,55.2,45.2,,77,
218,Alvin Garrett,WAS,WR,27,15,6,0,0,0,0,0,2,0,0.00,0,25,332,13.28,1,0,,1,,,39,64.2,67.2,51.7,,75,
219,David Hill,RAM,TE,29,16,3,0,0,0,0,0,0,0,,0,28,280,10.00,2,1,,2,,,39,67.0,70.5,53.0,,28,
220,Pete Holohan,SDG,TE,24,16,3,0,1,0,0,0,0,0,,0,23,272,11.83,2,0,,2,,,39,62.2,65.2,50.7,,27,
221,Matt Bouza,BAL,WR,24,11,11,0,0,0,0,0,0,0,,0,25,385,15.40,0,1,,0,,,38,62.5,66.0,50.0,,82,
222,Earl Cooper,SFO,FB,26,16,0,0,0,0,0,0,0,0,,0,15,207,13.80,3,1,,3,,,38,52.7,56.2,45.2,,79,
223,Kenny Duckett,NOR,WR,24,14,1,0,0,0,0,0,2,-16,-8.00,0,19,283,14.89,2,1,,2,,,38,56.7,60.2,47.2,,81,
224,Tracy Porter,BAL,WR,24,16,7,0,0,0,0,0,0,0,,0,28,384,13.71,0,0,,0,,,38,66.4,69.4,52.4,,78,
225,Clint Sampson,DEN,WR,22,16,2,0,0,0,0,0,0,0,,0,10,200,20.00,3,0,,3,,,38,48.0,51.0,43.0,,79,
226,Herkie Walls,HOU,WR,22,16,3,0,0,0,0,0,5,44,8.80,0,12,276,23.00,1,0,,1,,,38,50.0,53.0,44.0,,80,
227,Dave Wilson,NOR,QB,24,8,2,66,112,770,5,7,5,3,0.60,1,0,0,,0,5,,1,,,38,38.1,50.6,45.1,,38,
228,Cedric Jones,NWE,WR,23,15,12,0,0,0,0,0,0,0,,0,20,323,16.15,1,1,,1,,,37,57.3,60.8,47.3,,83,
229,Rick Parros,DEN,FB,25,6,5,0,0,0,0,0,30,96,3.20,1,12,126,10.50,2,3,,3,,,37,49.2,53.7,43.2,,80,
230,Byron Walker,SEA,WR,23,16,2,0,0,0,0,0,0,0,,0,12,248,20.67,2,0,,2,,,37,48.8,51.8,42.8,,84,
231,Tim Sherwin,BAL,TE,25,15,14,0,0,0,0,0,0,0,,0,25,358,14.32,0,0,,0,,,36,60.8,63.8,48.3,,29,
232,Dexter Bussey,DET,RB,31,15,3,0,0,0,0,0,57,249,4.37,0,8,49,6.13,1,1,,1,,,35,42.8,46.3,38.8,,81,
233,Phil Epps,GNB,WR,25,16,0,0,0,0,0,0,0,0,,0,18,313,17.39,0,2,,1,,,35,53.3,57.3,44.3,,85,
234,Greg Hawthorne,PIT,WR,27,10,4,0,0,0,0,0,5,47,9.40,0,19,300,15.79,0,0,,0,,,35,53.7,56.7,44.2,,88,
235,Mike Mosley,BUF,WR,25,7,2,0,0,0,0,0,0,0,,0,14,180,12.86,3,1,,3,,,35,49.0,52.5,42.0,,87,
236,Calvin Muhammad,RAI,WR,25,15,4,0,0,0,0,0,0,0,,0,13,252,19.38,2,2,,2,,,35,48.2,52.2,41.7,,86,
237,Don Warren,WAS,TE,27,13,13,0,0,0,0,0,0,0,,0,20,225,11.25,2,0,,2,,,35,54.5,57.5,44.5,,30,
238,Woody Bennett,MIA,FB,28,16,2,0,0,0,0,0,49,197,4.02,2,6,35,5.83,0,1,,2,,,34,40.2,43.7,37.2,,82,
239,Mark Brammer,BUF,TE,25,12,12,0,0,0,0,0,0,0,,0,25,215,8.60,2,0,,2,,,34,58.5,61.5,46.0,,33,
240,Gary Lewis,GNB,TE,25,16,2,0,0,0,0,0,4,16,4.00,1,11,204,18.55,1,0,,2,,,34,45.0,48.0,39.5,,31,
241,Zeke Mowatt,NYG,TE,22,16,14,0,0,0,0,0,0,0,,0,21,280,13.33,1,0,,1,,,34,55.0,58.0,44.5,,32,
242,Ron Egloff,DEN,TE,28,16,10,0,0,0,0,0,0,0,,0,20,205,10.25,2,0,,2,,,33,52.5,55.5,42.5,,36,
243,Gregg Garrity,PIT,WR,23,15,3,0,0,0,0,0,0,0,,0,19,279,14.68,1,1,,1,,,33,51.9,55.4,42.4,,89,
244,Steve Jordan,MIN,TE,22,13,2,0,0,0,0,0,0,0,,0,15,212,14.13,2,0,,2,,,33,48.2,51.2,40.7,,35,
245,Mickey Shuler,NYJ,TE,27,16,6,0,0,0,0,0,0,0,,0,26,272,10.46,1,0,,1,,,33,59.2,62.2,46.2,,34,
246,Ken Thomas,KAN,RB,23,14,0,0,0,0,0,0,15,55,3.67,0,28,236,8.43,1,2,,1,,,33,61.1,65.1,47.1,,83,
247,Adger Armstrong,TAM,FB,26,11,5,0,0,0,0,0,7,30,4.29,0,15,173,11.53,2,0,,2,,,32,47.3,50.3,39.8,,84,
248,Henry Ellard,RAM,WR,22,12,0,0,0,0,0,0,3,7,2.33,0,16,268,16.75,0,2,,1,,,32,47.5,51.5,39.5,,91,
249,Duriel Harris,MIA,WR,29,12,3,0,0,0,0,0,1,0,0.00,0,15,260,17.33,1,0,,1,,,32,47.0,50.0,39.5,,90,
250,Larry Kinnebrew,CIN,RB,24,16,0,0,0,0,0,0,39,156,4.00,3,2,4,2.00,0,3,,3,,,31,33.0,37.5,32.0,,85,
251,Jeff Moore,SFO,RB,27,15,0,0,0,0,0,0,15,43,2.87,1,19,206,10.84,0,0,,1,,,31,49.9,52.9,40.4,,86,
252,Mike Augustyniak,NYJ,FB,27,8,2,0,0,0,0,0,18,50,2.78,2,10,71,7.10,1,0,,3,,,30,40.1,40.1,35.1,,88,
253,Matt Kofler,BUF,QB,24,16,0,35,61,440,4,3,4,25,6.25,0,0,0,,0,0,,0,,,30,30.1,36.1,33.1,,39,
254,Randy Love,STL,RB,27,16,1,0,0,0,0,0,35,103,2.94,2,6,58,9.67,1,4,,3,,,30,36.1,41.1,33.1,,89,
255,Alvin Moore,BAL,RB,24,15,0,0,0,0,0,0,57,205,3.60,1,6,38,6.33,0,0,,1,,,30,36.3,39.3,33.3,,87,
256,Rick Walker,WAS,TE,28,16,16,0,0,0,0,0,2,10,5.00,0,17,168,9.88,2,0,,2,,,30,46.8,49.8,38.3,,37,
257,David Woodley,MIA,QB,25,5,5,43,89,528,3,4,19,78,4.11,0,1,6,6.00,0,4,,0,,,30,30.5,39.5,34.0,,40,
258,Roosevelt Leaks,BUF,RB,30,12,4,0,0,0,0,0,58,157,2.71,1,8,74,9.25,0,0,,1,,,29,37.1,40.1,33.1,,90,
259,Renaldo Nehemiah,SFO,WR,24,16,1,0,0,0,0,0,0,0,,0,17,236,13.88,1,1,,1,,,29,45.6,49.1,37.1,,92,
260,Don Strock,MIA,QB,33,15,2,34,52,403,4,1,6,-16,-2.67,0,0,0,,0,0,,0,,,29,28.5,32.5,29.5,,41,
261,Mark Clayton,MIA,WR,22,14,0,1,1,48,1,0,2,9,4.50,0,6,114,19.00,1,3,,2,,,27,33.2,37.7,30.2,,93,
262,Tyrone Young,NOR,WR,23,16,0,0,0,0,0,0,0,0,,0,7,85,12.14,3,0,,3,,,27,33.5,33.5,30.0,,94,
263,Rocky Belk,CLE,WR,23,10,0,0,0,0,0,0,1,-5,-5.00,0,5,141,28.20,2,0,,2,,,26,30.6,33.6,28.1,,98,
264,Steve Bryant,HOU,WR,24,16,6,1,1,24,1,0,0,0,,0,16,211,13.19,0,0,,0,,,26,42.1,45.1,34.1,,97,
265,Otis Grant,RAM,WR,22,16,3,0,0,0,0,0,2,-10,-5.00,0,12,221,18.42,1,1,,1,,,26,38.1,41.6,32.1,,96,
266,Vyto Kab,PHI,TE,24,14,14,0,0,0,0,0,0,0,,0,18,195,10.83,1,0,,1,,,26,43.5,46.5,34.5,,38,
267,Lindsay Scott,NOR,WR,23,16,7,0,0,0,0,0,0,0,,0,24,274,11.42,0,1,,0,,,26,50.4,53.9,38.4,,95,
268,Marion Barber Jr.,NYJ,FB,24,14,5,0,0,0,0,0,15,77,5.13,1,7,48,6.86,1,0,,2,,,25,31.5,31.5,28.0,,93,
269,Wayne Capers,PIT,WR,22,11,4,0,0,0,0,0,0,0,,0,10,185,18.50,1,0,,1,,,25,34.5,37.5,29.5,,99,
270,Dave Casper,2TM,TE,31,13,10,0,0,0,0,0,0,0,,0,20,251,12.55,0,0,,0,,,25,45.1,48.1,35.1,,39,
271,Donnie Craft,HOU,RB,24,15,2,0,0,0,0,0,55,147,2.67,0,12,99,8.25,0,0,,0,,,25,36.6,39.6,30.6,,92,
272,Reggie Evans,WAS,RB,24,15,0,0,0,0,0,0,16,11,0.69,4,0,0,,0,0,,4,,,25,25.1,25.1,25.1,,91,
273,Jerry Bell,TAM,TE,24,16,6,0,0,0,0,0,0,0,,0,18,200,11.11,1,2,,1,,,24,42.0,46.0,33.0,,41,
274,Derrick Gaffney,NYJ,WR,28,16,10,0,0,0,0,0,0,0,,0,17,243,14.29,0,0,,0,,,24,41.3,44.3,32.8,,100,
275,Tommy Kramer,MIN,QB,28,3,3,55,82,550,3,4,8,3,0.38,0,0,0,,0,2,,0,,,24,24.3,32.3,28.3,,42,
276,Tom Mullady,NYG,TE,26,16,4,0,0,0,0,0,0,0,,0,13,184,14.15,1,0,,1,,,24,37.4,40.4,30.9,,40,
277,Danny Pittman,2TM,WR,25,12,0,0,0,0,0,0,0,0,,0,9,175,19.44,1,0,,1,,,24,32.5,35.5,28.0,,101,
278,Greg Pruitt*,RAI,RB,32,16,0,0,1,0,0,0,26,154,5.92,2,1,6,6.00,0,10,,3,,,24,25.0,33.0,24.5,,94,
279,Floyd Eddings,NYG,WR,25,9,6,0,0,0,0,0,1,3,3.00,0,14,231,16.50,0,0,,0,,,23,37.4,40.4,30.4,,102,
280,Jesse Myles,DEN,RB,23,16,0,0,0,0,0,0,8,52,6.50,0,7,119,17.00,1,0,,1,,,23,30.1,33.1,26.6,,95,
281,Mike Moroski,ATL,QB,26,16,2,45,70,575,2,4,2,12,6.00,0,0,0,,0,2,,0,,,22,22.2,30.2,26.2,,43,
282,Todd Blackledge,KAN,QB,22,4,0,20,34,259,3,0,1,0,0.00,0,0,0,,0,1,,0,,,21,21.4,21.9,21.4,,45,
283,Mike Holston,HOU,WR,25,16,0,0,0,0,0,0,0,0,,0,14,205,14.64,0,0,,0,,,21,34.5,37.5,27.5,,103,
284,Archie Manning,2TM,QB,34,5,3,44,88,755,2,8,3,12,4.00,0,0,0,,0,2,,0,,,21,21.4,33.4,29.4,,44,
285,Malcolm Scott,NYG,TE,22,16,1,0,0,0,0,0,0,0,,0,17,206,12.12,0,0,,0,,,21,37.6,40.6,29.1,,42,
286,Walt Arnold,HOU,TE,25,13,0,0,0,0,0,0,0,0,,0,12,137,11.42,1,0,,1,,,20,31.7,34.7,25.7,,46,
287,Billy Joe DuPree,DAL,TE,33,16,6,0,0,0,0,0,0,0,,0,12,142,11.83,1,0,,1,,,20,32.2,35.2,26.2,,44,
288,Bruce Hardy,MIA,TE,27,15,8,0,0,0,0,0,1,2,2.00,0,22,202,9.18,0,0,,0,,,20,42.4,45.4,31.4,,43,
289,Jim Hart,STL,QB,39,5,3,50,91,592,4,8,5,12,2.40,0,0,0,,0,5,,0,,,20,19.9,33.4,27.9,,46,
290,Mike McCloskey,HOU,TE,22,16,7,0,0,0,0,0,0,0,,0,16,137,8.56,1,0,,1,,,20,35.7,38.7,27.7,,45,
291,Vince Thompson,DET,RB,26,10,2,0,0,0,0,0,40,138,3.45,1,4,16,4.00,0,1,,1,,,20,24.4,27.9,22.4,,96,
292,Zach Thomas,DEN,WR,23,16,0,0,0,0,0,0,0,0,,0,12,182,15.17,0,4,,1,,,20,32.2,37.2,26.2,,104,
293,M.L. Harris,CIN,TE,29,12,1,0,0,0,0,0,0,0,,0,8,66,8.25,2,0,,2,,,19,26.6,26.6,22.6,,47,
294,Johnny Hector,NYJ,RB,23,10,1,0,0,0,0,0,16,85,5.31,0,5,61,12.20,1,2,,1,,,19,23.6,24.6,21.1,,98,
295,Melvin Hoover,PHI,WR,24,11,0,0,0,0,0,0,0,0,,0,10,221,22.10,0,3,,0,,,19,29.1,33.6,24.1,,105,
296,Joe Morris,NYG,RB,23,15,0,0,0,0,0,0,35,145,4.14,0,2,1,0.50,1,2,,1,,,19,20.6,24.6,19.6,,99,
297,Rodney Tate,CIN,RB,24,12,8,0,0,0,0,0,25,77,3.08,0,18,142,7.89,0,3,,0,,,19,36.9,41.4,27.9,,97,
298,Julius Dawkins,BUF,WR,22,11,2,0,0,0,0,0,0,0,,0,11,123,11.18,1,0,,1,,,18,29.3,32.3,23.8,,106,
299,Stan Edwards,HOU,RB,23,14,1,0,0,0,0,0,16,40,2.50,0,9,79,8.78,1,0,,1,,,18,26.9,26.9,22.4,,101,
300,Harold Jackson,SEA,WR,37,15,6,0,0,0,0,0,0,0,,0,8,126,15.75,1,1,,1,,,18,25.6,29.1,21.6,,108,
301,Wilbert Montgomery,PHI,RB,29,5,1,0,0,0,0,0,29,139,4.79,0,9,53,5.89,0,1,,0,,,18,27.2,30.7,22.7,,100,
302,Tony Woodruff,PHI,WR,25,6,1,0,0,0,0,0,0,0,,0,6,70,11.67,2,1,,2,,,18,24.0,24.5,21.0,,107,
303,Perry Harrington,PHI,RB,25,15,1,0,0,0,0,0,23,98,4.26,1,1,19,19.00,0,1,,1,,,17,17.7,18.2,17.2,,102,
304,Gordon Jones,RAM,WR,26,11,0,0,0,0,0,0,0,0,,0,11,172,15.64,0,0,,0,,,17,28.2,31.2,22.7,,109,
305,Gary Kubiak,DEN,QB,22,4,1,12,22,186,1,1,4,17,4.25,1,0,0,,0,0,,1,,,17,17.1,18.1,18.1,,47,
306,Mike Miller,NYG,WR,24,13,0,0,0,0,0,0,1,2,2.00,0,7,170,24.29,0,0,,0,,,17,24.2,27.2,20.7,,110,
307,Eason Ramson,SFO,TE,27,16,4,0,0,0,0,0,1,3,3.00,0,17,125,7.35,1,2,,1,,,17,33.8,37.8,25.3,,48,
308,Glen Young,PHI,WR,23,16,0,0,0,0,0,0,0,0,,0,3,125,41.67,1,2,,1,,,17,19.5,23.5,18.0,,111,
309,Pat Ryan,NYJ,QB,28,16,0,21,40,259,2,2,4,23,5.75,0,0,0,,0,2,,0,,,16,15.7,18.7,17.7,,48,
310,John Tuggle,NYG,FB,22,16,5,0,0,0,0,0,17,49,2.88,1,3,50,16.67,0,0,,1,,,16,18.9,18.9,17.4,,103,
311,Tony Eason,NWE,QB,24,16,4,46,95,557,1,5,19,39,2.05,0,0,0,,0,5,,0,,,15,15.2,25.7,20.2,,49,
312,Jerry Golsteyn,TAM,QB,29,5,3,47,97,535,0,2,5,3,0.60,0,0,0,,0,3,,0,,,15,14.7,21.2,16.7,,50,
313,Mike Shumann,STL,WR,28,16,0,0,0,0,0,0,0,0,,0,11,154,14.00,0,0,,0,,,15,26.4,29.4,20.9,,112,
314,Jewerl Thomas,KAN,RB,26,10,1,1,2,18,1,1,44,115,2.61,0,10,51,5.10,0,4,,0,,,15,25.3,31.3,21.3,,104,
315,Lynn Cain,ATL,RB,28,16,0,0,0,0,0,0,19,63,3.32,1,3,24,8.00,0,1,,1,,,14,16.7,17.2,15.2,,105,
316,Lin Dawson,NWE,TE,24,13,10,0,0,0,0,0,0,0,,0,9,84,9.33,1,0,,1,,,14,23.4,23.4,18.9,,50,
317,Don Hasselbeck,2TM,TE,28,15,0,0,0,0,0,0,0,0,,0,3,24,8.00,2,0,,2,,,14,17.4,17.4,15.9,,49,
318,Rob Rubick,DET,TE,23,16,1,0,0,0,0,0,0,0,,0,10,81,8.10,1,0,,1,,,14,24.1,24.1,19.1,,51,
319,Arthur Cox,ATL,TE,22,16,9,0,0,0,0,0,0,0,,0,9,83,9.22,1,1,,1,,,13,22.3,22.8,17.8,,53,
320,Leo Lewis,MIN,WR,27,14,4,0,0,0,0,0,1,2,2.00,0,12,127,10.58,0,0,,0,,,13,24.9,27.9,18.9,,113,
321,Pete Metzelaars,SEA,TE,23,16,7,0,0,0,0,0,0,0,,0,7,72,10.29,1,0,,1,,,13,20.2,20.2,16.7,,54,
322,Ben Young,ATL,TE,23,11,6,0,0,0,0,0,0,0,,0,6,74,12.33,1,0,,1,,,13,19.4,19.4,16.4,,52,
323,Pat Beach,BAL,TE,24,16,2,0,0,0,0,0,0,0,,0,5,56,11.20,1,0,,1,,,12,16.6,16.6,14.1,,59,
324,Ed Beckman,KAN,TE,28,15,7,0,0,0,0,0,0,0,,0,13,130,10.00,0,1,,0,,,12,25.0,28.5,18.5,,56,
325,Junior Miller,ATL,TE,26,15,6,0,0,0,0,0,1,2,2.00,0,16,125,7.81,0,1,,0,,,12,27.7,31.2,19.7,,58,
326,Jim Obradovich,TAM,TE,30,16,5,0,0,0,0,0,0,0,,0,9,71,7.89,1,1,,1,,,12,21.1,21.6,16.6,,55,
327,Jay Saldi,CHI,TE,29,13,5,0,0,0,0,0,0,0,,0,12,119,9.92,0,0,,0,,,12,23.9,26.9,17.9,,57,
328,Freddie Scott,DET,WR,31,15,0,0,0,0,0,0,0,0,,0,5,71,14.20,1,1,,1,,,12,17.1,17.6,14.6,,114,
329,Virgil Seay,WAS,WR,25,14,3,0,0,0,0,0,0,0,,0,2,55,27.50,1,0,,1,,,12,13.5,13.5,12.5,,115,
330,Sherman Smith,SDG,RB,29,13,2,0,1,0,0,0,24,91,3.79,0,6,51,8.50,0,2,,0,,,12,18.2,19.2,15.2,,107,
331,Newton Williams,BAL,RB,24,16,0,0,0,0,0,0,28,77,2.75,0,4,46,11.50,0,0,,0,,,12,16.3,16.3,14.3,,106,
332,Terry Bradshaw,PIT,QB,35,1,1,5,8,77,2,0,1,3,3.00,0,0,0,,0,0,,0,,,11,11.4,11.4,11.4,,51,
333,David Verser,CIN,WR,25,13,0,0,0,0,0,0,2,31,15.50,0,7,82,11.71,0,0,,0,,,11,18.3,18.3,14.8,,116,
334,Cullen Bryant,SEA,RB,32,10,3,0,0,0,0,0,27,87,3.22,0,3,8,2.67,0,0,,0,,,10,12.5,12.5,11.0,,108,
335,Pat Dunsmore,CHI,TE,24,16,1,0,0,0,0,0,0,0,,0,8,102,12.75,0,0,,0,,,10,18.2,21.2,14.2,,61,
336,Mike Jones,MIN,WR,23,16,0,0,0,0,0,0,1,9,9.00,0,6,95,15.83,0,0,,0,,,10,16.4,16.4,13.4,,117,
337,Paul McDonald,CLE,QB,25,16,2,32,68,341,1,4,3,17,5.67,0,0,0,,0,1,,0,,,10,10.3,17.8,14.3,,52,
338,Joe Pisarcik,PHI,QB,31,5,0,16,34,172,1,0,3,-1,-0.33,0,0,0,,0,1,,0,,,10,9.8,10.3,9.8,,53,
339,Bo Robinson,ATL,TE,27,12,9,0,0,0,0,0,3,9,3.00,0,12,100,8.33,0,1,,0,,,10,21.9,25.4,15.9,,62,
340,John Stallworth,PIT,WR,31,4,4,0,0,0,0,0,0,0,,0,8,100,12.50,0,0,,0,,,10,18.0,21.0,14.0,,118,
341,James Wright,DEN,TE,27,6,6,0,0,0,0,0,1,-11,-11.00,0,13,134,10.31,0,2,,0,,,10,23.3,27.3,16.8,,60,
342,Buster Barnett,BUF,TE,25,15,1,0,0,0,0,0,0,0,,0,10,94,9.40,0,0,,0,,,9,19.4,19.4,14.4,,63,
343,Earl Ferrell,STL,RB,25,16,0,0,0,0,0,0,7,53,7.57,1,0,0,,0,2,,1,,,9,9.3,10.3,9.3,,109,
344,Kenny Lewis,NYJ,RB,26,7,0,0,0,0,0,0,5,25,5.00,0,6,62,10.33,0,0,,0,,,9,14.7,14.7,11.7,,111,
345,Victor Oatis,BAL,WR,24,9,0,0,0,0,0,0,0,0,,0,6,93,15.50,0,0,,0,,,9,15.3,15.3,12.3,,119,
346,J.T. Smith,KAN,WR,28,9,1,0,0,0,0,0,0,0,,0,7,85,12.14,0,0,,0,,,9,15.5,15.5,12.0,,120,
347,John Tice,NOR,TE,23,16,1,0,0,0,0,0,0,0,,0,7,33,4.71,1,0,,1,,,9,16.3,16.3,12.8,,64,
348,Otis Wonsley,WAS,RB,26,16,0,0,0,0,0,0,25,88,3.52,0,0,0,,0,0,,0,,,9,8.8,8.8,8.8,,110,
349,Guy Benjamin,SFO,QB,28,4,0,7,12,111,1,0,1,1,1.00,0,0,0,,0,1,,0,,,8,7.5,8.0,7.5,,54,
350,Zachary Dixon,2TM,RB,27,15,0,0,0,0,0,0,9,32,3.56,0,1,2,2.00,0,1,,1,,,8,9.4,9.9,8.9,,112,
351,Horace King,DET,RB,30,16,1,0,0,0,0,0,3,6,2.00,0,9,76,8.44,0,0,,0,,,8,17.2,17.2,12.7,,114,
352,Carl Monroe,SFO,RB,23,5,0,0,0,0,0,0,10,23,2.30,0,2,61,30.50,0,0,,0,,,8,10.4,10.4,9.4,,113,
353,Gary Allen,2TM,RB,23,7,0,0,0,0,0,0,1,5,5.00,0,0,0,,0,0,,1,,,7,6.5,6.5,6.5,,116,
354,Gary Hogeboom,DAL,QB,25,6,0,11,17,161,1,1,6,-10,-1.67,0,0,0,,0,0,,0,,,7,7.4,8.4,8.4,,55,
355,Earnest Jackson,SDG,RB,24,12,0,0,0,0,0,0,11,39,3.55,0,5,42,8.40,0,1,,0,,,7,12.1,12.6,9.6,,115,
356,Jeff Kemp,RAM,QB,24,4,0,12,25,135,1,0,3,-2,-0.67,0,0,0,,0,2,,0,,,7,7.2,8.2,7.2,,56,
