Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
410,Eric Richardson,BUF,WR,24,14,1,0,0,0,0,0,0,0,,0,3,49,16.33,0,4,,0,,,1,3.9,5.9,2.4,,138,
411,Bill Ring,SFO,FB,30,7,0,0,0,0,0,0,3,4,1.33,0,1,8,8.00,0,0,,0,,,1,2.2,2.2,1.7,,134,
412,Broderick Sargent,STL,RB,24,16,0,0,0,0,0,0,0,0,,0,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,137,
413,Eric Sievers,SDG,TE,29,9,1,0,0,0,0,0,0,0,,0,2,14,7.00,0,0,,0,,,1,3.4,3.4,2.4,,68,
414,Timmie Ware,SDG,WR,23,9,0,0,0,0,0,0,0,0,,0,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,137,
415,Mike Waters,PHI,TE,24,5,2,0,0,0,0,0,5,8,1.60,0,2,27,13.50,0,3,,0,,,1,2.5,4.0,1.5,,70,
416,John Williams,NOR,RB,26,7,0,0,0,0,0,0,0,0,,0,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,140,
417,Greg Allen,TAM,RB,23,2,0,0,0,0,0,0,1,3,3.00,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,142,
418,Kent Austin,STL,QB,23,16,0,0,0,0,0,0,1,0,0.00,0,0,0,,0,0,,0,,,,,,,,70,
419,Rick Badanjek,WAS,RB,24,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,147,
420,Tony Baker,2TM,RB,22,4,0,0,0,0,0,0,1,3,3.00,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,143,
421,Mack Boatner,TAM,RB,28,7,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,148,
422,Tony Boddie,DEN,RB,26,1,0,0,0,0,0,0,1,2,2.00,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,146,
423,Steve Bono,MIN,QB,24,1,0,1,1,3,0,0,0,0,,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,68,
424,Cap Boso,STL,TE,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,86,
425,Reggie Branch,WAS,RB,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
426,Jessie Britt,PIT,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,142,
427,Rob Carpenter,RAM,RB,31,6,0,0,0,0,0,0,2,3,1.50,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,144,
428,Joe Carter,MIA,RB,24,7,0,0,0,0,0,0,4,18,4.50,0,1,6,6.00,0,2,,0,,,,1.4,2.4,0.9,,141,
429,Earl Cooper,RAI,TE,29,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,82,
430,Johnny Davis,CLE,RB,30,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,150,
431,Chris Dressel,HOU,TE,25,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,77,
432,Stan Edwards,HOU,RB,26,3,0,0,0,0,0,0,1,3,3.00,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,145,
433,Craig Ellis,MIA,RB,25,9,0,0,0,0,0,0,3,6,2.00,0,0,0,,0,1,,0,,,,-0.4,0.1,-0.4,,156,
434,Todd Frain,WAS,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,78,
435,Billy Griggs,NYJ,TE,24,16,1,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,79,
436,Michael Harper,NYJ,WR,25,16,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,143,
437,Carl Hilton,MIN,TE,22,16,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,84,
438,Don Holmes,STL,WR,25,12,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,144,
439,Jeff Hostetler,NYG,QB,25,13,0,0,0,0,0,0,1,1,1.00,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,69,
440,Derrick Jensen,RAI,RB,30,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,151,
441,Damone Johnson,RAM,TE,24,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,87,
442,Anthony Jones,WAS,TE,26,15,1,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,85,
443,Don Kern,BUF,TE,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,83,
444,Babe Laufenberg,NOR,QB,27,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,74,
445,Jim Laughton,SEA,TE,26,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,81,
446,Robbie Martin,IND,WR,28,7,0,0,0,0,0,0,0,0,,0,1,41,41.00,0,4,,0,,,,1.1,3.1,0.6,,141,
447,Bruce Mathison,SDG,QB,27,2,0,0,0,0,0,0,1,-1,-1.00,0,0,0,,0,0,,0,,,,-0.1,-0.1,-0.1,,76,
448,Paul McDonald,DAL,QB,28,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,73,
449,Bobby Micho,DEN,TE,24,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,80,
450,Carl Monroe,SFO,RB,26,5,0,0,0,0,0,0,0,0,,0,2,6,3.00,0,1,,0,,,,1.6,2.1,0.6,,157,
451,James Noble,WAS,WR,23,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,145,
452,Jay Novacek,STL,TE,24,8,0,0,0,0,0,0,0,0,,0,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,71,
453,Hubie Oliver,2TM,RB,29,6,0,0,0,0,0,0,1,1,1.00,0,1,-2,-2.00,0,0,,0,,,,0.9,0.9,0.4,,154,
454,Mike Pagel,CLE,QB,26,1,0,2,3,53,0,0,2,0,0.00,0,0,0,,0,2,,0,,,,0.1,1.1,0.1,,67,
455,Jeff Parks,HOU,TE,22,5,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,74,
456,Clay Pickering,CHI,WR,25,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,146,
457,Karl Powe,DAL,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,147,
458,Tom Ramsey,NWE,QB,25,5,0,1,3,7,0,0,1,-6,-6.00,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,77,
459,Chris Riehm,RAI,TE,25,12,2,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,73,
460,Warren Seitz,PIT,TE,24,16,0,0,0,0,0,0,3,2,0.67,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,72,
461,Frank Seurer,KAN,QB,24,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,71,
462,Joe Shield,GNB,QB,24,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,72,
463,Chris Smith,KAN,RB,23,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,152,
464,Oscar Smith,DET,RB,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,153,
465,Jeff Spek,TAM,TE,26,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,75,
466,Robert Stallings,STL,TE,22,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,76,
467,Eric Swanson,STL,WR,23,9,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,148,
468,Steve Tasker,2TM,WR,24,9,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,149,
469,Tim Tyrrell,2TM,RB,25,9,1,0,0,0,0,0,0,0,,0,1,9,9.00,0,1,,0,,,,0.9,1.4,0.4,,155,
470,Clarence Verdin,WAS,WR,23,8,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,150,
471,Byron Walker,SEA,WR,26,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,151,
472,Vince Warren,NYG,WR,23,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,152,
473,Doug Williams,WAS,QB,31,1,0,0,1,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,75,
474,Eric Yarber,WAS,WR,23,2,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,153,
475,Dwight Garner,WAS,RB,22,2,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,158,
476,Frank Reich,BUF,QB,25,3,0,9,19,104,0,2,1,0,0.00,0,0,0,,0,1,,0,,,-1,-0.8,1.7,1.2,,78,
477,Oliver Williams,IND,WR,26,3,0,0,0,0,0,0,0,0,,0,0,0,,0,1,,0,,,-1,-1.0,-0.5,-1.0,,154,
478,Ken Jenkins,WAS,RB,27,12,0,0,0,0,0,0,0,0,,0,0,0,,0,4,,0,,,-4,-4.0,-2.0,-4.0,,159,
