Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
343,Ryan Krause,SDG,TE,23,2,1,0,0,0,0,0,0,0,,0,6,5,81,16.20,1,0,,1,,,14,19.1,19.1,16.6,,58,
344,Lee Mays,PIT,WR,26,16,1,0,0,0,0,0,0,0,,0,23,9,137,15.22,0,0,,0,,,14,22.7,25.7,18.2,,134,
345,B.J. Sams,BAL,RB,24,16,1,0,0,0,0,0,4,19,4.75,1,5,1,2,2.00,0,5,3,3,,,14,15.1,18.1,14.6,,103,
346,Jamaar Taylor,NYG,WR,23,8,0,0,0,0,0,0,1,-8,-8.00,0,17,6,146,24.33,0,0,,0,,,14,19.8,22.8,16.8,,133,
347,Peter Warrick,CIN,WR,27,4,1,0,0,0,0,0,2,14,7.00,0,17,11,127,11.55,0,0,,0,,,14,25.1,28.1,19.6,,132,
348,Karl Williams,ARI,WR,33,15,2,0,0,0,0,0,2,6,3.00,0,30,18,197,10.94,0,4,3,0,,,14,32.3,38.3,23.3,,131,
349,Darian Barnes,DAL,FB,24,16,10,0,0,0,0,0,5,10,2.00,0,14,10,59,5.90,1,1,,1,,,13,22.9,22.9,17.9,,107,
350,Trent Dilfer,SEA,QB,32,5,2,25,58,333,1,3,10,14,1.40,0,0,0,0,,0,1,,0,,,13,12.7,18.7,15.7,,52,
351,Leonard Henry,MIA,RB,26,6,2,0,0,0,0,0,46,141,3.07,0,6,3,12,4.00,0,1,1,0,,,13,16.3,20.3,14.8,,106,
352,David Kircus,DET,WR,24,7,0,0,0,0,0,0,0,0,,0,10,3,68,22.67,1,0,,1,,,13,15.8,15.8,14.3,,135,
353,Donald Lee,MIA,TE,24,16,10,0,0,0,0,0,0,0,,0,20,13,110,8.46,1,2,2,1,,,13,26.0,31.0,19.5,,60,
354,Dustin Lyman,CHI,TE,28,16,10,0,0,0,0,0,0,0,,0,23,11,73,6.64,1,0,,1,,,13,24.3,24.3,18.8,,59,
355,Jamal Robertson,2TM,RB,27,12,0,0,0,0,0,0,16,71,4.44,1,5,4,34,8.50,0,3,2,1,,,13,16.5,18.5,14.5,,108,
356,George Wrighster,JAX,TE,23,4,3,0,0,0,0,0,0,0,,0,14,10,69,6.90,1,1,,1,,,13,22.9,22.9,17.9,,61,
357,Jerricho Cotchery,NYJ,WR,22,12,0,0,0,0,0,0,0,0,,0,11,6,60,10.00,0,0,,1,,,12,18.0,18.0,15.0,,137,
358,Stephen Davis,CAR,RB,30,2,2,0,0,0,0,0,24,92,3.83,0,2,2,32,16.00,0,0,,0,,,12,14.4,14.4,13.4,,109,
359,Jim Finn,NYG,FB,28,16,9,0,0,0,0,0,3,7,2.33,0,18,15,112,7.47,0,0,,0,,,12,26.9,29.9,19.4,,111,
360,Robert Holcombe,TEN,FB,29,16,8,0,0,0,0,0,17,62,3.65,0,21,11,60,5.45,0,0,,0,,,12,23.2,23.2,17.7,,110,
361,Michael Jenkins,ATL,WR,22,16,0,0,0,0,0,0,1,2,2.00,0,20,7,119,17.00,0,0,,0,,,12,19.1,22.1,15.6,,136,
362,Lorenzo Neal,SDG,FB,34,16,10,0,0,0,0,0,16,53,3.31,0,19,13,66,5.08,0,1,,0,,,12,24.9,24.9,18.4,,112,
363,Jeff Robinson,DAL,TE,34,16,0,0,0,0,0,0,0,0,,0,2,2,2,1.00,2,0,,2,,,12,14.2,14.2,13.2,,62,
364,Matt Schaub,ATL,QB,23,6,1,33,70,330,1,4,8,26,3.25,0,0,0,0,,0,1,,0,,,12,11.8,18.8,15.8,,54,
365,Chris Simms,TAM,QB,24,5,2,42,73,467,1,3,7,14,2.00,0,0,0,0,,0,3,3,0,,,12,12.1,21.1,15.1,,53,
366,Aaron Walker,SFO,TE,24,16,4,0,0,0,0,0,0,0,,0,15,10,115,11.50,0,0,,0,,,12,21.5,24.5,16.5,,63,
367,Malcom Floyd,SDG,WR,23,4,2,0,0,0,0,0,0,0,,0,9,3,49,16.33,1,0,,1,,,11,13.9,13.9,12.4,,138,
368,Ryan Hannam,SEA,TE,24,16,0,0,0,0,0,0,0,0,,0,12,8,110,13.75,0,0,,0,,,11,19.0,22.0,15.0,,64,
369,Arlen Harris,STL,RB,24,14,1,0,0,0,0,0,20,63,3.15,0,4,4,44,11.00,0,1,,0,,,11,14.7,14.7,12.7,,114,
370,Tommy Maddox,PIT,QB,33,4,3,30,60,329,1,2,9,15,1.67,0,0,0,0,,0,3,2,0,,,11,10.7,17.7,12.7,,55,
371,Daimon Shelton,BUF,FB,32,16,12,0,0,0,0,0,0,0,,0,24,17,114,6.71,0,0,,0,,,11,28.4,31.4,19.9,,113,
372,Tony Stewart,CIN,TE,25,16,9,0,0,0,0,0,0,0,,0,25,10,48,4.80,1,0,,1,,,11,20.8,20.8,15.8,,65,
373,Jameel Cook,TAM,FB,25,12,5,0,0,0,0,0,0,0,,0,12,7,44,6.29,1,0,,1,,,10,17.4,17.4,13.9,,115,
374,Casey Fitzsimmons,DET,TE,24,16,2,0,0,0,0,0,0,0,,0,14,10,103,10.30,0,0,,0,,,10,20.3,23.3,15.3,,66,
375,Jeremi Johnson,CIN,FB,24,16,6,0,0,0,0,0,3,5,1.67,0,18,16,53,3.31,1,1,1,1,,,10,25.8,26.8,17.8,,117,
376,Marcellus Rivers,NYG,TE,26,16,3,0,0,0,0,0,0,0,,0,12,5,36,7.20,1,1,,1,,,10,14.6,14.6,12.1,,67,
377,Wes Welker,2TM,WR,23,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,4,,1,,,10,10.0,10.0,10.0,,139,
378,Jamel White,2TM,RB,27,13,0,0,0,0,0,0,27,82,3.04,0,9,6,21,3.50,0,0,,0,,,10,16.3,16.3,13.3,,116,
379,Chris Chandler,STL,QB,39,5,2,35,62,463,2,8,1,2,2.00,0,0,0,0,,0,1,1,0,,,9,8.7,20.7,16.7,,56,
380,Tony Hollings,HOU,RB,23,7,0,0,0,0,0,0,11,47,4.27,0,7,5,46,9.20,0,0,,0,,,9,14.3,14.3,11.8,,118,
381,Reggie Kelly,CIN,TE,27,16,15,0,0,0,0,0,0,0,,0,21,15,85,5.67,0,0,,0,,,9,23.5,23.5,16.0,,70,
382,David Martin,GNB,TE,25,9,3,0,0,0,0,0,0,0,,0,12,5,88,17.60,0,0,,0,,,9,13.8,13.8,11.3,,69,
383,Sage Rosenfels,MIA,QB,26,3,1,16,39,264,1,3,0,0,,0,0,0,0,,0,2,,0,,,9,8.6,11.6,11.6,,57,
384,Visanthe Shiancoe,NYG,TE,24,16,7,0,0,0,0,0,0,0,,0,7,5,25,5.00,1,0,,1,,,9,13.5,13.5,11.0,,71,
385,Jonathan Smith,BUF,WR,23,9,0,0,0,0,0,0,2,11,5.50,0,6,3,21,7.00,0,0,,1,,,9,12.2,12.2,10.7,,140,
386,Michael Turner,SDG,RB,22,14,1,0,0,0,0,0,20,104,5.20,0,5,4,8,2.00,0,1,1,0,,,9,13.2,17.2,11.2,,119,
387,Jed Weaver,NWE,TE,28,10,1,0,0,0,0,0,0,0,,0,12,8,93,11.63,0,0,,0,,,9,17.3,17.3,13.3,,68,
388,Rabih Abdullah,NWE,RB,29,9,0,0,0,0,0,0,13,13,1.00,1,2,1,9,9.00,0,0,,1,,,8,9.2,9.2,8.7,,122,
389,Brandon Bennett,CAR,RB,31,8,0,0,0,0,0,0,6,17,2.83,1,0,0,0,,0,0,,1,,,8,7.7,7.7,7.7,,125,
390,Sean Berton,MIN,TE,25,14,7,0,0,0,0,0,0,0,,0,11,9,78,8.67,0,0,,0,,,8,16.8,16.8,12.3,,72,
391,Joe Burns,BUF,RB,25,16,0,0,0,0,0,0,20,73,3.65,0,3,1,7,7.00,0,0,,0,,,8,9.0,9.0,8.5,,123,
392,James Jackson,2TM,RB,28,5,0,0,0,0,0,0,12,81,6.75,0,8,6,22,3.67,0,1,1,0,,,8,14.3,15.3,11.3,,120,
393,Jamie Martin,STL,QB,34,1,0,16,30,188,0,0,0,0,,0,0,0,0,,0,1,,0,,,8,7.5,7.5,7.5,,58,
394,Josh Parry,PHI,FB,26,13,4,0,0,0,0,0,0,0,,0,18,9,75,8.33,0,0,,0,,,8,16.5,16.5,12.0,,126,
395,Stanley Pritchett,ATL,FB,31,14,2,0,0,0,0,0,6,18,3.00,0,4,2,5,2.50,1,0,,1,,,8,10.3,10.3,9.3,,121,
396,Alan Ricard,BAL,FB,27,16,9,0,0,0,0,0,10,36,3.60,0,14,11,39,3.55,0,0,,0,,,8,18.5,18.5,13.0,,127,
397,Musa Smith,BAL,RB,22,9,0,0,0,0,0,0,12,48,4.00,0,4,2,31,15.50,0,0,,0,,,8,9.9,9.9,8.9,,124,
398,John Stone,OAK,WR,25,4,0,0,0,0,0,0,0,0,,0,5,3,80,26.67,0,0,,0,,,8,11.0,11.0,9.5,,141,
399,Steve Bush,SFO,TE,30,5,2,0,0,0,0,0,0,0,,0,3,2,10,5.00,1,0,,1,,,7,9.0,9.0,8.0,,73,
400,Larry Croom,ARI,RB,23,6,1,0,0,0,0,0,29,76,2.62,0,5,2,16,8.00,0,2,1,0,,,7,9.2,10.2,8.2,,129,
401,Earnest Graham,TAM,RB,24,9,0,0,0,0,0,0,13,73,5.62,0,1,0,0,,0,0,,0,,,7,7.3,7.3,7.3,,128,
402,Nate Jackson,DEN,WR,25,12,0,0,0,0,0,0,0,0,,0,11,8,73,9.13,0,0,,0,,,7,15.3,15.3,11.3,,142,
403,Darnerien McCants,WAS,WR,28,5,1,0,0,0,0,0,0,0,,0,9,5,71,14.20,0,0,,0,,,7,12.1,12.1,9.6,,143,
404,Eric McCoo,PHI,RB,24,1,0,0,0,0,0,0,9,54,6.00,0,5,2,15,7.50,0,0,,0,,,7,8.9,8.9,7.9,,130,
405,Richard Owens,MIN,TE,24,7,2,0,0,0,0,0,0,0,,0,8,8,69,8.63,0,0,,0,,,7,14.9,14.9,10.9,,74,
406,Nate Poole,ARI,WR,27,9,1,0,0,0,0,0,0,0,,0,11,5,70,14.00,0,0,,0,,,7,12.0,12.0,9.5,,144,
407,Kevin Walter,CIN,WR,23,16,0,0,0,0,0,0,0,0,,0,9,8,67,8.38,0,0,,0,,,7,14.7,14.7,10.7,,145,
408,Fred Beasley,SFO,FB,30,14,10,0,0,0,0,0,9,15,1.67,0,25,10,44,4.40,0,0,,0,,,6,15.9,15.9,10.9,,131,
409,Jeff Blake,PHI,QB,34,3,0,18,37,126,1,1,3,6,2.00,0,0,0,0,,0,1,1,0,,,6,5.6,7.6,6.6,,59,
410,Cam Cleeland,STL,TE,29,16,9,0,0,0,0,0,1,-2,-2.00,0,12,7,57,8.14,0,0,,0,,,6,12.5,12.5,9.0,,77,
411,Lamont Hall,NOR,TE,30,16,2,0,0,0,0,0,0,0,,0,1,1,4,4.00,1,0,,1,,,6,7.4,7.4,6.9,,75,
412,Ryan Neufeld,BUF,TE,29,16,5,0,0,0,0,0,0,0,,0,14,6,61,10.17,0,0,,0,,,6,12.1,12.1,9.1,,76,
413,Bobby Shaw,2TM,WR,29,11,0,0,0,0,0,0,1,1,1.00,0,13,5,59,11.80,0,0,,0,,,6,11.0,11.0,8.5,,146,
414,Steve Smith Sr.,CAR,WR,25,1,1,0,1,0,0,0,0,0,,0,9,6,60,10.00,0,0,,0,,,6,12.0,12.0,9.0,,147,
415,Thomas Tapeh,PHI,FB,24,7,0,0,0,0,0,0,12,42,3.50,0,2,2,15,7.50,0,0,,0,,,6,7.7,7.7,6.7,,132,
416,Mark Bruener,HOU,TE,32,16,11,0,0,0,0,0,0,0,,0,10,4,52,13.00,0,0,,0,,,5,9.2,9.2,7.2,,78,
417,Rickey Dudley,TAM,TE,32,3,0,0,0,0,0,0,0,0,,0,4,3,48,16.00,0,0,,0,,,5,7.8,7.8,6.3,,82,
418,Eric Edwards,ARI,TE,24,16,1,0,0,0,0,0,0,0,,0,8,5,51,10.20,0,0,,0,,,5,10.1,10.1,7.6,,80,
419,Brock Forsey,MIA,RB,24,7,0,0,0,0,0,0,19,53,2.79,0,0,0,0,,0,1,,0,,,5,5.3,5.3,5.3,,134,
420,Joey Harris,CAR,RB,24,4,0,0,0,0,0,0,15,53,3.53,0,3,0,0,,0,0,,0,,,5,5.3,5.3,5.3,,135,
421,Mike Karney,NOR,FB,23,16,8,0,0,0,0,0,3,7,2.33,0,7,6,42,7.00,0,0,,0,,,5,10.9,10.9,7.9,,137,
422,Andre King,CLE,WR,31,9,2,0,0,0,0,0,0,0,,0,8,5,49,9.80,0,0,,0,,,5,9.9,9.9,7.4,,149,
423,Shane Matthews,BUF,QB,34,3,0,2,3,44,1,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,5,5.5,5.5,5.5,,60,
424,Fred McAfee,NOR,RB,36,11,0,0,0,0,0,0,2,54,27.00,0,0,0,0,,0,0,,0,,,5,5.4,5.4,5.4,,133,
425,Adrian Peterson,CHI,RB,25,14,0,0,0,0,0,0,6,19,3.17,0,2,2,30,15.00,0,0,,0,,,5,6.9,6.9,5.9,,138,
426,Andrew Pinnock,SDG,FB,24,1,0,0,0,0,0,0,9,26,2.89,0,3,3,26,8.67,0,1,,0,,,5,8.2,8.2,6.7,,136,
427,Walter Rasby,2TM,TE,32,10,8,0,0,0,0,0,0,0,,0,9,5,52,10.40,0,0,,0,,,5,10.2,10.2,7.7,,79,
428,Philip Rivers,SDG,QB,23,2,0,5,8,33,1,0,4,-5,-1.25,0,0,0,0,,0,1,,0,,,5,4.8,4.8,4.8,,61,
429,Terrelle Smith,CLE,FB,26,16,9,0,0,0,0,0,4,9,2.25,0,12,7,39,5.57,0,0,,0,,,5,11.8,11.8,8.3,,139,
430,Scottie Vines,DET,WR,25,6,1,0,0,0,0,0,0,0,,0,9,3,51,17.00,0,0,,0,,,5,8.1,8.1,6.6,,148,
431,Kellen Winslow,CLE,TE,21,2,2,0,0,0,0,0,0,0,,0,11,5,50,10.00,0,0,,0,,,5,10.0,10.0,7.5,,81,
432,Richard Alston,CLE,WR,24,9,0,0,0,0,0,0,0,0,,0,1,0,0,,0,2,1,1,,,4,4.0,5.0,4.0,,150,
433,B.J. Askew,NYJ,FB,24,16,0,0,0,0,0,0,6,23,3.83,0,2,2,12,6.00,0,0,,0,,,4,5.5,5.5,4.5,,147,
434,Dwayne Blakley,ATL,TE,25,15,1,0,0,0,0,0,0,0,,0,8,4,35,8.75,0,0,,0,,,4,7.5,7.5,5.5,,84,
435,Marc Edwards,JAX,FB,30,13,5,0,0,0,0,0,0,0,,0,8,7,41,5.86,0,0,,0,,,4,11.1,11.1,7.6,,142,
436,Drew Henson,DAL,QB,24,7,1,10,18,78,1,1,1,7,7.00,0,0,0,0,,0,1,1,0,,,4,3.8,5.8,4.8,,62,
437,Willie Ponder,NYG,WR,24,11,0,0,0,0,0,0,1,-4,-4.00,0,1,1,3,3.00,0,1,1,1,,,4,4.9,5.9,4.4,,151,
438,Jon Ritchie,PHI,FB,30,3,0,0,0,0,0,0,0,0,,0,6,4,36,9.00,0,0,,0,,,4,7.6,7.6,5.6,,145,
439,Cliff Russell,CIN,WR,25,13,1,0,0,0,0,0,3,15,5.00,0,3,1,21,21.00,0,2,,0,,,4,4.6,4.6,4.1,,152,
440,Ian Smart,TAM,RB,24,4,0,0,0,0,0,0,2,26,13.00,0,2,2,10,5.00,0,0,,0,,,4,5.6,5.6,4.6,,146,
441,Ben Steele,GNB,TE,26,15,0,0,0,0,0,0,0,0,,0,11,4,42,10.50,0,0,,0,,,4,8.2,8.2,6.2,,83,
442,Stephen Trejo,2TM,FB,27,13,2,0,0,0,0,0,0,0,,0,4,4,37,9.25,0,0,,0,,,4,7.7,7.7,5.7,,144,
443,Derrick Ward,NYG,RB,24,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,1,1,,,4,4.0,5.0,4.0,,143,
444,Nick Luchey,GNB,FB,27,16,6,0,0,0,0,0,10,24,2.40,0,4,2,20,10.00,0,0,,0,,,4,6.4,6.4,5.4,,140,
445,Walter Williams,GNB,RB,27,1,0,0,0,0,0,0,6,42,7.00,0,0,0,0,,0,0,,0,,,4,4.2,4.2,4.2,,141,
446,Brooks Bollinger,NYJ,QB,25,1,0,5,9,60,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,3,2.6,2.6,2.6,,65,
447,Cedric Cobbs,NWE,RB,23,3,0,0,0,0,0,0,22,50,2.27,0,0,0,0,,0,1,1,0,,,3,3.0,4.0,3.0,,151,
448,Adimchinobe Echemandu,CLE,RB,24,4,0,0,1,0,0,0,8,25,3.13,0,4,3,25,8.33,0,1,1,0,,,3,6.0,7.0,4.5,,152,
449,Heath Evans,SEA,FB,26,15,0,0,0,0,0,0,7,20,2.86,0,4,2,12,6.00,0,1,,0,,,3,5.2,5.2,4.2,,149,
450,Michael Gaines,CAR,TE,24,15,6,0,0,0,0,0,0,0,,0,14,4,34,8.50,0,0,,0,,,3,7.4,7.4,5.4,,85,
451,Karl Hankton,CAR,WR,34,15,0,0,0,0,0,0,0,0,,0,2,2,25,12.50,0,0,,0,,,3,4.5,4.5,3.5,,155,
452,Ben Hartsock,IND,TE,24,16,3,0,0,0,0,0,0,0,,0,8,4,33,8.25,0,0,,0,,,3,7.3,7.3,5.3,,86,
453,Doug Johnson,TEN,QB,27,2,0,6,12,68,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,3,2.5,2.5,2.5,,66,
454,Brian Kozlowski,WAS,TE,34,11,1,0,0,0,0,0,0,0,,0,6,3,29,9.67,0,0,,0,,,3,5.9,5.9,4.4,,87,
455,Triandos Luke,DEN,WR,23,10,0,0,0,0,0,0,0,0,,0,8,6,52,8.67,0,2,1,0,,,3,9.2,10.2,6.2,,153,
456,Mike McMahon,DET,QB,25,1,0,11,15,77,0,1,2,18,9.00,0,0,0,0,,0,1,,0,,,3,2.9,3.9,3.9,,63,
457,John Navarre,ARI,QB,24,1,1,18,40,168,1,4,0,0,,0,0,0,0,,0,0,,0,,,3,2.7,6.7,6.7,,64,
458,Chris Perry,CIN,RB,23,2,0,0,0,0,0,0,2,1,0.50,0,3,3,33,11.00,0,0,,0,,,3,6.4,6.4,4.9,,148,
459,Cecil Sapp,DEN,RB,26,5,0,0,0,0,0,0,4,32,8.00,0,2,0,0,,0,0,,0,,,3,3.2,3.2,3.2,,150,
460,Rod Trafford,BUF,TE,26,4,0,0,0,0,0,0,0,0,,0,4,3,25,8.33,0,0,,0,,,3,5.5,5.5,4.0,,88,
461,Randal Williams,DAL,WR,26,2,2,0,0,0,0,0,1,13,13.00,0,3,1,14,14.00,0,0,,0,,,3,3.7,3.7,3.2,,154,
462,Dan Campbell,DAL,TE,28,3,2,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,93,
463,Kerry Carter,SEA,RB,24,16,0,0,0,0,0,0,4,15,3.75,0,0,0,0,,0,0,,0,,,2,1.5,1.5,1.5,,157,
464,Ki-Jana Carter,NOR,RB,31,2,0,0,0,0,0,0,10,17,1.70,0,1,0,0,,0,0,,0,,,2,1.7,1.7,1.7,,155,
465,Todd Collins,KAN,QB,33,2,0,1,5,42,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,68,
466,Matt Cushing,PIT,TE,29,16,0,0,0,0,0,0,0,0,,0,1,1,17,17.00,0,0,,0,,,2,2.7,2.7,2.2,,91,
467,Rohan Davey,NWE,QB,26,4,0,4,10,54,0,0,4,-1,-0.25,0,0,0,0,,0,0,,0,,,2,2.1,2.1,2.1,,69,
468,Koy Detmer,PHI,QB,31,16,1,18,40,207,0,2,10,-7,-0.70,0,0,0,0,,0,1,1,0,,,2,1.6,4.6,3.6,,70,
469,Lorenzo Diamond,ARI,TE,25,5,4,0,0,0,0,0,0,0,,0,5,3,19,6.33,0,0,,0,,,2,4.9,4.9,3.4,,90,
470,Talman Gardner,NOR,WR,24,11,1,0,0,0,0,0,0,0,,0,1,1,23,23.00,0,0,,0,,,2,3.3,3.3,2.8,,157,
471,Vick King,MIA,RB,24,2,0,0,0,0,0,0,4,9,2.25,0,2,1,8,8.00,0,0,,0,,,2,2.7,2.7,2.2,,156,
472,Jim Kleinsasser,MIN,TE,27,1,1,0,0,0,0,0,0,0,,0,3,2,24,12.00,0,0,,0,,,2,4.4,4.4,3.4,,89,
473,Nate Lawrie,TAM,TE,23,2,0,0,0,0,0,0,0,0,,0,1,1,15,15.00,0,0,,0,,,2,2.5,2.5,2.0,,95,
474,George Layne,2TM,RB,26,4,0,0,0,0,0,0,1,12,12.00,0,1,1,6,6.00,0,0,,0,,,2,2.8,2.8,2.3,,154,
475,Jamar Martin,MIA,FB,24,9,1,0,0,0,0,0,0,0,,0,8,4,15,3.75,0,1,,0,,,2,5.5,5.5,3.5,,158,
476,Jason McAddley,TEN,WR,25,11,1,0,0,0,0,0,0,0,,0,4,2,38,19.00,0,1,1,0,,,2,3.8,4.8,2.8,,159,
477,Fred McCrary,ATL,FB,32,3,2,0,0,0,0,0,0,0,,0,4,2,23,11.50,0,0,,0,,,2,4.3,4.3,3.3,,153,
478,Billy McMullen,PHI,WR,24,8,0,0,0,0,0,0,0,0,,0,17,3,24,8.00,0,0,,0,,,2,5.4,5.4,3.9,,156,
479,Dave Moore,TAM,TE,35,15,0,0,0,0,0,0,0,0,,0,4,3,17,5.67,0,0,,0,,,2,4.7,4.7,3.2,,92,
480,Johnnie Morant,OAK,WR,23,4,0,0,0,0,0,0,0,0,,0,2,1,20,20.00,0,0,,0,,,2,3.0,3.0,2.5,,158,
481,Doug Pederson,GNB,QB,36,4,0,11,23,120,0,2,2,15,7.50,0,0,0,0,,0,0,,0,,,2,2.3,4.3,4.3,,67,
482,Dedric Ward,DAL,WR,30,8,0,0,0,0,0,0,1,11,11.00,0,8,1,5,5.00,0,1,,0,,,2,2.6,2.6,2.1,,160,
483,Ben Watson,NWE,TE,24,1,1,0,0,0,0,0,0,0,,0,4,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,94,
484,David Allen,JAX,RB,26,5,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,2,,0,,,1,2.8,2.8,1.8,,165,
485,Bill Baber,TAM,TE,25,1,0,0,0,0,0,0,0,0,,0,1,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,99,
486,Tony Banks,HOU,QB,31,5,0,1,2,16,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.6,0.6,0.6,,71,
487,Alex Bannister,SEA,WR,25,7,1,0,0,0,0,0,0,0,,0,3,2,10,5.00,0,0,,0,,,1,3.0,3.0,2.0,,164,
488,Ronald Bellamy,MIA,WR,23,2,0,0,0,0,0,0,0,0,,0,2,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,165,
489,Tyrone Calico,TEN,WR,24,1,0,0,0,0,0,0,0,0,,0,4,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,161,
490,Greg Comella,TAM,FB,29,7,0,0,0,0,0,0,0,0,,0,1,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,160,
491,Devard Darling,BAL,WR,22,3,0,0,0,0,0,0,0,0,,0,2,2,5,2.50,0,1,,0,,,1,2.5,2.5,1.5,,168,
492,John Gilmore,CHI,TE,25,16,1,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,96,
493,Chris Hetherington,OAK,FB,32,5,2,0,0,0,0,0,1,4,4.00,0,4,3,28,9.33,0,1,1,0,,,1,4.2,5.2,2.7,,161,
494,Aaron Moorehead,IND,WR,24,7,0,0,0,0,0,0,0,0,,0,3,1,7,7.00,0,0,,0,,,1,1.7,1.7,1.2,,167,
495,Sean Morey,PIT,WR,28,16,0,0,0,0,0,0,0,0,,0,3,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,166,
496,Chad Mustard,CLE,TE,27,7,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,97,
497,Larry Ned,MIN,RB,26,16,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,163,
498,Reggie Newhouse,ARI,WR,23,3,0,0,0,0,0,0,0,0,,0,2,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,169,
499,Moran Norris,HOU,FB,26,12,4,0,0,0,0,0,1,0,0.00,0,5,4,13,3.25,0,0,,0,,,1,5.3,5.3,3.3,,159,
500,Brad Pyatt,IND,WR,24,8,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,162,
501,Rod Smart,CAR,RB,27,3,0,0,0,0,0,0,3,4,1.33,0,1,1,5,5.00,0,1,,0,,,1,1.9,1.9,1.4,,164,
502,Andrae Thurman,GNB,WR,24,2,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,163,
503,Troy Walters,IND,WR,28,5,0,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,170,
504,Kevin Ware,SFO,TE,24,5,0,0,0,0,0,0,0,0,,0,1,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,98,
505,Jason Wright,ATL,RB,22,2,0,0,0,0,0,0,3,10,3.33,0,1,0,0,,0,0,,0,,,1,1.0,1.0,1.0,,162,
506,Charlie Adams,DEN,WR,25,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,173,
507,Damien Anderson,ARI,RB,25,4,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,169,
508,Eugene Baker,CAR,WR,28,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,174,
509,Jarrod Baxter,HOU,FB,25,8,1,0,0,0,0,0,2,1,0.50,0,2,1,3,3.00,0,0,,0,,,,1.4,1.4,0.9,,166,
510,Eric Beverly,ATL,TE,30,13,3,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,101,
511,Todd Bouman,NOR,QB,32,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,74,
512,Antonio Brown,WAS,WR,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,175,
513,Dante Brown,PIT,RB,24,1,0,0,0,0,0,0,1,2,2.00,0,0,0,0,,0,0,,0,,,,0.2,0.2,0.2,,170,
514,Dee Brown,CLE,RB,26,5,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,173,
515,Rock Cartwright,WAS,FB,25,13,0,0,0,0,0,0,2,0,0.00,0,1,0,0,,0,0,,0,,,,,,,,174,
516,Aveion Cason,STL,RB,25,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,
517,Gabe Crecion,SFO,TE,27,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,
518,Carey Davis,2TM,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,176,
519,Carey Davis,ATL,RB,23,0,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,176,
520,Dahrran Diedrick,WAS,RB,25,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,177,
521,Chris Doering,PIT,WR,31,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,
522,Jeff Dugan,MIN,TE,23,14,2,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,103,
