Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
176,Ken Burrow,ATL,WR,27,13,11,0,0,0,0,0,0,0,,0,25,323,12.92,2,1,,2,,,43,68.3,71.8,55.8,,49,
177,Larry Burton,NOR,WR,24,13,12,0,0,0,0,0,2,8,4.00,0,16,305,19.06,2,0,,2,,,43,59.3,62.3,51.3,,48,
178,Art Malone,PHI,FB,27,13,13,0,0,0,0,0,101,325,3.22,0,20,120,6.00,0,2,,0,,,43,62.5,69.5,52.5,,81,
179,Bo Matthews,SDG,FB,24,13,12,0,0,0,0,0,71,254,3.58,3,9,59,6.56,0,6,,3,,,43,52.3,58.3,47.8,,80,
180,Mike Boryla*,PHI,QB,24,7,5,87,166,996,6,12,8,33,4.13,0,0,0,,0,1,,0,,,42,42.1,57.6,54.1,,30,
181,Morris Bradshaw,OAK,WR,23,14,0,0,0,0,0,0,1,-5,-5.00,0,7,180,25.71,4,0,,4,,,42,48.5,51.5,45.0,,50,
182,Harold Hart,OAK,RB,23,9,4,0,0,0,0,0,56,173,3.09,3,6,27,4.50,0,2,,4,,,42,48.0,52.0,45.0,,82,
183,Mack Alston,HOU,TE,28,13,11,0,0,0,0,0,0,0,,0,18,165,9.17,4,0,,4,,,41,58.5,61.5,49.5,,21,
184,Steve Davis,NYJ,RB,27,14,1,0,0,0,0,0,70,290,4.14,1,6,56,9.33,0,1,,1,,,40,45.6,49.1,42.6,,83,
185,Don Calhoun,2TM,RB,23,11,1,0,0,0,0,0,42,184,4.38,1,5,111,22.20,1,3,,2,,,39,43.5,51.0,41.0,,84,
186,Bill Munson,DET,QB,34,5,3,65,109,626,5,2,4,-3,-0.75,0,0,0,,0,2,,0,,,39,38.7,44.7,40.7,,31,
187,Reggie Harrison,PIT,RB,24,14,0,0,0,0,0,0,43,191,4.44,3,1,4,4.00,0,0,,3,,,38,38.5,41.5,38.0,,86,
188,Charley Johnson,DEN,QB,37,14,6,65,142,1021,5,12,10,21,2.10,0,0,0,,0,1,,0,,,38,37.9,53.4,49.9,,32,
189,Eric Torkelson,GNB,RB,23,14,0,0,0,0,0,0,42,226,5.38,2,6,37,6.17,0,0,,2,,,38,44.3,47.3,41.3,,85,
190,Roy Jefferson,WAS,WR,32,13,5,0,0,0,0,0,0,0,,0,15,255,17.00,2,1,,2,,,37,51.5,55.0,44.0,,51,
191,Greg Latta,CHI,TE,23,14,4,0,0,0,0,0,0,0,,0,16,202,12.63,3,1,,3,,,37,53.2,56.7,45.2,,22,
192,Jackie Smith,STL,TE,35,9,7,0,0,0,0,0,0,0,,0,13,246,18.92,2,0,,2,,,37,49.6,52.6,43.1,,23,
193,Ed Williams,CIN,RB,25,14,1,0,0,0,0,0,35,136,3.89,2,10,96,9.60,1,4,,3,,,37,47.2,52.2,42.2,,87,
194,Bob Klein,RAM,TE,28,11,11,0,0,0,0,0,0,0,,0,16,237,14.81,2,0,,2,,,36,51.7,54.7,43.7,,24,
195,Jess Phillips,OAK,RB,28,14,2,0,0,0,0,0,63,298,4.73,1,4,25,6.25,0,2,,1,,,36,40.3,44.3,38.3,,88,
196,Mike Collier,PIT,RB,22,14,0,0,0,0,0,0,21,124,5.90,3,1,7,7.00,0,2,,4,,,35,36.1,40.1,35.6,,89,
197,Wilbur Jackson,SFO,FB,24,14,2,0,0,0,0,0,78,303,3.88,0,17,128,7.53,0,8,,0,,,35,52.1,62.1,43.6,,90,
198,Jesse Freitas,SDG,QB,24,8,4,49,110,525,5,5,11,56,5.09,0,0,0,,0,3,,0,,,34,33.6,43.1,38.6,,34,
199,Gary Huff,CHI,QB,24,14,9,114,205,1083,3,9,5,7,1.40,0,0,0,,0,4,,0,,,34,34.0,48.0,43.0,,33,
200,Rob Scribner,RAM,RB,24,14,0,0,0,0,0,0,42,216,5.14,2,2,28,14.00,0,2,,2,,,34,36.4,40.4,35.4,,91,
201,Paul Seymour,BUF,TE,25,14,14,0,0,0,0,0,0,0,,0,19,268,14.11,1,0,,1,,,33,51.8,54.8,42.3,,25,
202,Bob Trumpy,CIN,TE,30,11,11,0,0,0,0,0,0,0,,0,22,276,12.55,1,1,,1,,,33,54.6,58.1,43.6,,26,
203,Billy Van Heusen,DEN,WR,29,14,13,1,1,30,0,0,2,26,13.00,0,15,246,16.40,1,1,,1,,,33,48.4,51.9,40.9,,52,
204,Jon Staggers,DET,WR,27,5,4,0,0,0,0,0,2,26,13.00,0,14,174,12.43,2,0,,2,,,32,46.0,49.0,39.0,,53,
205,Steve Holden,CLE,WR,24,13,11,0,0,0,0,0,2,-4,-2.00,0,21,320,15.24,0,1,,0,,,31,51.6,55.1,41.1,,54,
206,Woody Thompson,ATL,RB,23,14,4,0,0,0,0,0,68,247,3.63,0,14,92,6.57,0,4,,0,,,30,43.9,48.9,36.9,,92,
207,Terry Beasley,SFO,WR,25,8,6,0,0,0,0,0,1,5,5.00,0,20,297,14.85,0,1,,0,,,29,49.2,52.7,39.2,,56,
208,Mike Siani,OAK,WR,25,14,4,0,0,0,0,0,0,0,,0,17,294,17.29,0,0,,0,,,29,46.4,49.4,37.9,,55,
209,Moses Denson,WAS,FB,31,13,9,0,0,0,0,0,56,195,3.48,0,13,81,6.23,0,1,,0,,,27,39.6,43.1,33.1,,94,
210,Ike Harris,STL,WR,23,14,5,0,0,0,0,0,0,0,,0,15,266,17.73,0,0,,0,,,27,41.6,44.6,34.1,,57,
211,Mike Holmes,SFO,WR,25,14,4,0,0,0,0,0,1,-4,-4.00,0,16,220,13.75,1,1,,1,,,27,42.6,46.1,34.6,,58,
212,Billy Pritchett,CLE,RB,24,14,13,0,0,0,0,0,75,199,2.65,0,16,109,6.81,0,4,,0,,,27,42.8,50.8,34.8,,93,
213,John Reaves,CIN,QB,25,7,1,25,51,297,2,3,6,13,2.17,2,0,0,,0,0,,2,,,27,27.2,30.2,30.2,,35,
214,Jim Plunkett,NWE,QB,28,5,5,36,92,571,3,7,4,7,1.75,1,0,0,,0,2,,1,,,26,25.5,36.5,32.5,,36,
215,Greg Landry,DET,QB,29,6,3,31,56,403,1,0,20,92,4.60,0,0,0,,0,4,,0,,,25,25.3,30.3,25.3,,37,
216,Gary Marangi,BUF,QB,23,5,0,13,33,235,3,2,7,78,11.14,0,0,0,,0,0,,0,,,25,25.2,27.2,27.2,,38,
217,Reggie Garrett,PIT,WR,24,14,3,0,0,0,0,0,0,0,,0,13,178,13.69,1,0,,1,,,24,36.8,39.8,30.3,,60,
218,Joe Gilliam,PIT,QB,25,4,0,24,48,450,3,3,0,0,,0,0,0,,0,0,,0,,,24,24.0,30.0,27.0,,39,
219,Mack Herron,2TM,RB,27,11,5,0,0,0,0,0,62,274,4.42,0,5,50,10.00,0,8,,0,,,24,29.4,36.4,26.9,,95,
220,Joel Parker,NOR,WR,23,7,6,0,0,0,0,0,0,0,,0,9,123,13.67,2,0,,2,,,24,33.3,36.3,28.8,,59,
221,Sam Scarber,SDG,RB,26,11,0,0,0,0,0,0,15,68,4.53,1,12,68,5.67,1,2,,2,,,24,35.6,36.6,29.6,,96,
222,Gerald Tinker,2TM,WR,24,14,1,0,0,0,0,0,1,5,5.00,0,7,121,17.29,2,1,,2,,,24,30.6,34.1,27.1,,61,
223,Reuben Gant,BUF,TE,23,14,1,0,0,0,0,0,0,0,,0,9,107,11.89,2,0,,2,,,23,31.7,34.7,27.2,,27,
224,Marshall Johnson,BAL,RB,23,14,0,0,0,0,0,0,0,0,,0,4,115,28.75,2,1,,2,,,23,26.5,30.0,24.5,,99,
225,Jerry Latin,STL,RB,22,10,0,0,0,0,0,0,35,165,4.71,1,2,25,12.50,0,2,,1,,,23,25.0,29.0,24.0,,97,
226,Ralph Nelson,WAS,RB,21,14,1,0,0,0,0,0,31,139,4.48,0,5,58,11.60,1,3,,1,,,23,27.7,32.2,25.2,,98,
227,Ron Jaworski,RAM,QB,24,14,1,24,48,302,0,2,12,33,2.75,2,0,0,,0,1,,2,,,22,22.4,27.9,24.4,,40,
228,Roosevelt Leaks,BAL,FB,22,11,0,0,0,0,0,0,41,175,4.27,1,1,5,5.00,0,2,,1,,,22,23.0,27.0,22.5,,100,
229,Bob Parsons,CHI,TE,25,14,10,0,1,0,0,0,0,0,,0,13,184,14.15,1,2,,1,,,22,35.4,39.4,28.9,,28,
230,Don Strock,MIA,QB,25,6,3,26,45,230,2,2,6,38,6.33,1,0,0,,0,1,,1,,,22,22.0,24.5,24.0,,41,
231,Tony Baker,SDG,RB,30,13,2,0,0,0,0,0,42,131,3.12,1,6,27,4.50,0,1,,1,,,21,26.8,30.3,23.8,,103,
232,Cid Edwards,CHI,RB,32,8,4,0,0,0,0,0,27,73,2.70,0,11,86,7.82,1,1,,1,,,21,31.9,32.4,26.4,,102,
233,Andy Hamilton,NOR,WR,25,9,5,0,0,0,0,0,0,0,,0,12,210,17.50,0,0,,0,,,21,33.0,36.0,27.0,,62,
234,Andrew Jones,NOR,RB,24,13,1,0,0,0,0,0,42,108,2.57,1,10,52,5.20,0,1,,1,,,21,31.0,34.5,26.0,,101,
235,Earl Morrall,MIA,QB,41,13,1,26,43,273,3,2,4,33,8.25,0,0,0,,0,1,,0,,,21,21.2,23.7,23.2,,42,
236,Marty Domres,BAL,QB,28,14,0,8,10,123,1,0,4,46,11.50,1,0,0,,0,0,,1,,,20,19.5,19.5,19.5,,44,
237,Billy Joe DuPree,DAL,TE,25,14,6,0,0,0,0,0,1,3,3.00,0,9,138,15.33,1,0,,1,,,20,29.1,32.1,24.6,,29,
238,Randy Grossman,PIT,TE,23,14,1,0,0,0,0,0,0,0,,0,11,135,12.27,1,0,,1,,,20,30.5,33.5,25.0,,30,
239,John Holland,BUF,WR,23,12,1,0,0,0,0,0,0,0,,0,7,144,20.57,1,0,,1,,,20,27.4,30.4,23.9,,63,
240,Brian Sipe,CLE,QB,26,7,2,45,88,427,1,3,9,60,6.67,0,0,0,,0,1,,0,,,20,20.1,26.6,23.1,,43,
241,John Sawyer,HOU,TE,22,8,3,0,0,0,0,0,0,0,,0,7,144,20.57,1,1,,1,,,19,26.4,29.9,22.9,,31,
242,Henry Childs,NOR,TE,24,14,4,0,0,0,0,0,0,0,,0,10,179,17.90,0,0,,0,,,18,27.9,30.9,22.9,,32,
243,Robert Miller,MIN,RB,22,14,0,0,0,0,0,0,30,93,3.10,1,4,35,8.75,0,1,,1,,,18,21.8,22.3,19.8,,104,
244,Bob Moore,OAK,TE,26,14,14,0,0,0,0,0,0,0,,0,19,175,9.21,0,0,,0,,,18,36.5,39.5,27.0,,33,
245,Tony Adams,KAN,QB,25,6,2,36,77,445,2,4,8,42,5.25,0,1,-7,-7.00,0,4,,0,,,17,18.3,27.3,21.8,,45,
246,J.V. Cain,STL,TE,24,14,7,0,0,0,0,0,0,0,,0,12,134,11.17,1,2,,1,,,17,29.4,33.4,23.4,,34,
247,Allen Carter,NWE,RB,23,14,0,0,0,0,0,0,22,95,4.32,0,2,39,19.50,0,2,,1,,,17,19.4,20.4,18.4,,105,
248,David Humm,OAK,QB,23,7,0,18,38,246,3,2,7,21,3.00,0,0,0,,0,3,,0,,,17,16.9,20.4,18.9,,47,
249,Randy Johnson,WAS,QB,31,8,2,41,79,556,4,10,2,10,5.00,0,0,0,,0,2,,0,,,17,17.2,31.2,27.2,,46,
250,Willie Miller,CLE,WR,28,14,3,1,1,26,1,0,1,-2,-2.00,0,7,57,8.14,0,0,,1,,,17,23.5,23.5,20.0,,64,
251,Steve Burks,NWE,WR,22,13,0,0,0,0,0,0,0,0,,0,6,158,26.33,0,0,,0,,,16,21.8,24.8,18.8,,65,
252,Marsh White,NYG,RB,22,14,0,0,0,0,0,0,17,90,5.29,1,3,15,5.00,0,1,,1,,,16,18.5,19.0,17.0,,106,
253,Otis Armstrong,DEN,RB,25,4,3,0,0,0,0,0,31,155,5.00,0,1,10,10.00,0,2,,0,,,15,15.5,19.5,15.0,,107,
254,Joe Sweet,SDG,WR,27,11,0,0,0,0,0,0,0,0,,0,8,147,18.38,0,0,,0,,,15,22.7,25.7,18.7,,66,
255,Bob Gresham,NYJ,RB,27,10,1,0,0,0,0,0,25,98,3.92,1,2,4,2.00,0,2,,1,,,14,16.2,17.2,15.2,,108,
256,Oliver Ross,DEN,RB,26,14,0,0,0,0,0,0,42,121,2.88,0,7,69,9.86,0,5,,0,,,14,21.0,26.5,17.5,,109,
257,Barry Smith,GNB,WR,24,13,5,0,0,0,0,0,0,0,,0,6,77,12.83,1,0,,1,,,14,19.7,19.7,16.7,,67,
258,Pat Sullivan,ATL,QB,25,6,1,28,70,380,3,5,6,9,1.50,0,0,0,,0,4,,0,,,14,14.1,24.1,19.1,,48,
259,Terry Wells,GNB,RB,24,13,2,0,0,0,0,0,33,139,4.21,0,6,11,1.83,0,1,,0,,,14,20.0,23.5,17.0,,110,
260,Glen Bonner,SDG,RB,23,10,1,0,0,0,0,0,28,120,4.29,0,2,8,4.00,0,0,,0,,,13,14.8,17.8,13.8,,112,
261,Ken Brown,CLE,RB,30,14,0,0,0,0,0,0,16,45,2.81,1,2,23,11.50,0,0,,1,,,13,14.8,14.8,13.8,,113,
262,Dave Casper,OAK,TE,23,14,0,0,0,0,0,0,0,0,,0,5,71,14.20,1,0,,1,,,13,18.1,18.1,15.6,,35,
263,Dave Osborn,MIN,RB,32,14,0,0,0,0,0,0,32,94,2.94,1,1,-4,-4.00,0,2,,1,,,13,14.0,15.0,13.5,,111,
264,Alvin Reed,WAS,TE,31,14,0,0,0,0,0,0,0,0,,0,2,5,2.50,2,0,,2,,,13,14.5,14.5,13.5,,36,
265,Bruce Coslet,CIN,TE,29,14,3,0,0,0,0,0,1,1,1.00,0,10,117,11.70,0,0,,0,,,12,21.8,24.8,16.8,,37,
266,Bobby Douglass,2TM,QB,28,4,1,15,47,140,0,3,15,76,5.07,1,0,0,,0,1,,1,,,12,12.2,15.7,15.2,,50,
267,George Farmer,2TM,WR,27,8,3,0,0,0,0,0,0,0,,0,8,118,14.75,0,0,,0,,,12,19.8,22.8,15.8,,68,
268,Bob Hayes,SFO,WR,33,4,3,0,0,0,0,0,2,-2,-1.00,0,6,119,19.83,0,0,,0,,,12,17.7,20.7,14.7,,69,
269,Don Milan,GNB,QB,26,7,1,15,32,181,1,1,4,41,10.25,0,0,0,,0,1,,0,,,12,12.3,13.8,13.3,,49,
270,Jim Obradovich,NYG,TE,22,14,1,0,0,0,0,0,0,0,,0,7,65,9.29,1,1,,1,,,12,18.5,19.0,15.0,,38,
271,Tom Owen,SFO,QB,23,4,1,24,51,318,1,2,1,1,1.00,0,0,0,,0,1,,0,,,12,11.8,17.3,13.8,,51,
272,Larry Poole,CLE,RB,23,3,0,0,0,0,0,0,17,114,6.71,0,1,5,5.00,0,0,,0,,,12,12.9,15.9,12.4,,114,
273,Willie Rodgers,HOU,RB,26,14,0,0,0,0,0,0,18,55,3.06,1,0,0,,0,0,,1,,,12,11.5,11.5,11.5,,115,
274,Dennis Franklin,DET,WR,22,4,2,0,0,0,0,0,0,0,,0,5,109,21.80,0,0,,0,,,11,15.9,18.9,13.4,,70,
275,Don Herrmann,NOR,WR,28,3,0,0,0,0,0,0,0,0,,0,3,47,15.67,1,0,,1,,,11,13.7,13.7,12.2,,71,
276,Don Clune,NYG,WR,23,14,0,0,0,0,0,0,0,0,,0,5,97,19.40,0,0,,0,,,10,14.7,14.7,12.2,,72,
277,Neil Graff,NWE,QB,25,11,2,18,35,221,2,3,2,2,1.00,0,0,0,,0,1,,0,,,10,10.0,13.5,13.0,,52,
278,Scott Laidlaw,DAL,RB,22,8,0,0,0,0,0,0,3,10,3.33,0,11,100,9.09,0,1,,0,,,10,21.0,24.5,15.5,,116,
279,Doug Dressler,2TM,RB,27,13,0,0,0,0,0,0,6,24,4.00,0,3,6,2.00,1,0,,1,,,9,12.0,12.0,10.5,,117,
280,Hubert Ginn,MIA,RB,28,11,0,0,0,0,0,0,21,78,3.71,0,3,21,7.00,0,1,,0,,,9,11.9,12.4,10.4,,118,
281,Morris LaGrand,2TM,RB,22,13,0,0,0,0,0,0,13,38,2.92,1,1,-1,-1.00,0,1,,1,,,9,9.7,10.2,9.2,,119,
282,Bob Lee,MIN,QB,29,4,0,5,14,103,2,1,1,0,0.00,0,0,0,,0,1,,0,,,9,9.1,10.6,10.1,,53,
283,Warren Bankston,OAK,TE,28,14,0,0,0,0,0,0,0,0,,0,2,21,10.50,1,0,,1,,,8,10.1,10.1,9.1,,39,
284,Bob Brunet,WAS,RB,29,14,0,0,0,0,0,0,6,23,3.83,1,0,0,,0,0,,1,,,8,8.3,8.3,8.3,,120,
285,Jimmie Kennedy,BAL,TE,23,14,0,0,0,0,0,0,0,0,,0,2,15,7.50,1,0,,1,,,8,9.5,9.5,8.5,,40,
286,Cleo Miller,2TM,RB,23,11,0,0,0,0,0,0,13,23,1.77,1,2,20,10.00,0,2,,1,,,8,10.3,11.3,9.3,,121,
287,Rod Phillips,RAM,RB,23,14,1,0,0,0,0,0,17,69,4.06,0,2,10,5.00,0,0,,0,,,8,9.9,9.9,8.9,,122,
288,Louis Carter,OAK,RB,22,8,0,0,0,0,0,0,11,27,2.45,0,2,39,19.50,0,0,,0,,,7,8.6,8.6,7.6,,124,
289,Steve Craig,MIN,TE,24,14,1,0,0,0,0,0,0,0,,0,6,68,11.33,0,0,,0,,,7,12.8,12.8,9.8,,41,
290,Jazz Jackson,NYJ,RB,23,13,0,0,0,0,0,0,6,11,1.83,0,5,54,10.80,0,0,,0,,,7,11.5,11.5,9.0,,125,
291,Clint Longley,DAL,QB,23,4,1,7,23,102,1,1,3,12,4.00,0,0,0,,0,0,,0,,,7,7.3,8.3,8.3,,54,
292,Willie McGee,RAM,WR,25,14,0,0,0,0,0,0,0,0,,0,6,83,13.83,0,1,,0,,,7,13.3,13.8,10.3,,73,
293,Eddie Moss,STL,RB,27,8,0,0,0,0,0,0,4,12,3.00,1,0,0,,0,0,,1,,,7,7.2,7.2,7.2,,123,
294,Willie Brister,NYJ,TE,23,12,1,0,0,0,0,0,0,0,,0,1,3,3.00,0,0,,1,,,6,7.3,7.3,6.8,,43,
295,Carlos Brown,GNB,QB,23,13,0,3,4,63,1,0,0,0,,0,0,0,,0,1,,0,,,6,5.5,6.0,5.5,,56,
296,Will Cureton,CLE,QB,25,1,1,10,32,95,1,1,1,1,1.00,0,0,0,,0,0,,0,,,6,5.9,6.9,6.9,,55,
297,Henry Hynoski,CLE,RB,22,14,0,0,1,0,0,0,7,38,5.43,0,4,31,7.75,0,1,,0,,,6,9.9,10.4,7.9,,127,
298,Bill Larson,SFO,TE,22,14,2,0,0,0,0,0,0,0,,0,5,64,12.80,0,0,,0,,,6,11.4,11.4,8.9,,42,
299,Steve Rogers,NOR,RB,22,13,0,0,0,0,0,0,17,62,3.65,0,1,2,2.00,0,0,,0,,,6,7.4,7.4,6.9,,126,
300,Steve Schubert,CHI,WR,24,12,0,0,0,0,0,0,0,0,,0,5,68,13.60,0,1,,0,,,6,10.8,11.3,8.3,,74,
301,Andre Tillman,MIA,TE,23,14,8,0,0,0,0,0,0,0,,0,5,60,12.00,0,0,,0,,,6,11.0,11.0,8.5,,44,
302,Bob Windsor,NWE,TE,33,14,3,0,0,0,0,0,0,0,,0,6,57,9.50,0,0,,0,,,6,11.7,11.7,8.7,,45,
303,Melvin Baker,3TM,WR,25,4,1,0,0,0,0,0,1,21,21.00,0,2,26,13.00,0,0,,0,,,5,6.7,6.7,5.7,,76,
304,Robert Holmes,HOU,RB,30,14,2,0,0,0,0,0,19,42,2.21,0,1,5,5.00,0,0,,0,,,5,5.7,5.7,5.2,,128,
305,J.J. Jones,NYJ,QB,23,7,1,16,57,181,1,5,9,59,6.56,0,0,0,,0,2,,0,,,5,5.1,11.1,10.1,,58,
306,Lou Piccone,NYJ,WR,26,13,1,0,0,0,0,0,0,0,,0,7,79,11.29,0,3,,0,,,5,11.9,13.4,8.4,,75,
307,Joe Theismann,WAS,QB,26,14,0,10,22,96,1,3,3,34,11.33,0,0,0,,0,0,,0,,,5,5.2,8.2,8.2,,57,
308,Elmo Wright,2TM,WR,26,6,0,0,0,0,0,0,0,0,,0,4,46,11.50,0,0,,0,,,5,8.6,8.6,6.6,,77,
309,Chuck Bradley,SDG,TE,25,4,0,0,0,0,0,0,0,0,,0,1,42,42.00,0,0,,0,,,4,5.2,5.2,4.7,,47,
310,Clint Haslerig,2TM,RB,23,10,0,0,0,0,0,0,2,9,4.50,0,2,28,14.00,0,0,,0,,,4,5.7,5.7,4.7,,131,
311,John Hufnagel,DEN,QB,24,5,1,16,51,287,1,8,8,47,5.88,0,0,0,,0,0,,0,,,4,4.2,12.2,12.2,,59,
312,Larry Jones,WAS,WR,24,14,0,0,0,0,0,0,0,0,,0,2,33,16.50,0,5,,1,,,4,6.3,8.8,5.3,,78,
313,John McMakin,DET,TE,25,11,2,0,0,0,0,0,0,0,,0,2,43,21.50,0,0,,0,,,4,6.3,6.3,5.3,,46,
314,Leon McQuay,NWE,RB,25,13,0,0,0,0,0,0,33,47,1.42,0,4,27,6.75,0,3,,0,,,4,8.4,9.9,6.4,,129,
315,Oscar Reed,ATL,RB,31,7,0,0,0,0,0,0,14,40,2.86,0,2,1,0.50,0,0,,0,,,4,6.1,6.1,5.1,,130,
316,Josh Ashton,STL,RB,26,2,0,0,0,0,0,0,10,44,4.40,0,0,0,,0,1,,0,,,3,3.4,3.9,3.4,,132,
317,Bert Askson,GNB,TE,30,14,0,0,0,0,0,0,0,0,,0,2,25,12.50,0,0,,0,,,3,4.5,4.5,3.5,,49,
318,Nate Hawkins,HOU,WR,25,11,0,0,0,0,0,0,0,0,,0,1,32,32.00,0,0,,0,,,3,4.2,4.2,3.7,,79,
319,Champ Henson,CIN,RB,22,6,0,0,0,0,0,0,11,38,3.45,0,1,-2,-2.00,0,1,,0,,,3,3.6,4.1,3.1,,135,
320,Johnny Musso,CHI,RB,25,2,0,0,0,0,0,0,6,33,5.50,0,0,0,,0,0,,0,,,3,3.3,3.3,3.3,,134,
321,Jack Novak,CIN,TE,22,14,0,0,0,0,0,0,0,0,,0,2,34,17.00,0,0,,0,,,3,5.4,5.4,4.4,,48,
322,John Tarver,PHI,RB,26,8,1,0,0,0,0,0,7,20,2.86,0,5,14,2.80,0,0,,0,,,3,8.4,8.4,5.9,,133,
323,Larry Cipa,NOR,QB,24,4,1,14,37,182,1,3,6,2,0.33,0,0,0,,0,3,,0,,,2,2.5,7.0,5.5,,60,
324,Emmett Edwards,HOU,WR,23,11,0,0,0,0,0,0,1,-4,-4.00,0,2,22,11.00,0,0,,0,,,2,3.8,3.8,2.8,,81,
325,Gary Hammond,STL,WR,26,14,0,0,0,0,0,0,3,13,4.33,0,2,6,3.00,0,0,,0,,,2,3.9,3.9,2.9,,80,
326,Kermit Johnson,SFO,RB,23,11,0,0,0,0,0,0,4,25,6.25,0,0,0,,0,1,,0,,,2,1.5,2.0,1.5,,136,
327,Keith Krepfle,PHI,TE,23,14,0,0,0,0,0,0,0,0,,0,1,16,16.00,0,0,,0,,,2,2.6,2.6,2.1,,51,
328,Milt Morin,CLE,TE,33,14,1,0,0,0,0,0,0,0,,0,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,50,
329,Bobby Scott,NOR,QB,26,1,0,8,17,96,0,1,0,0,,0,0,0,,0,0,,0,,,2,1.8,2.8,2.8,,61,
330,Boyd Brown,DEN,TE,23,12,0,0,0,0,0,0,0,0,,0,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,52,
331,Jack Concannon,DET,QB,32,7,0,1,2,30,0,0,0,0,,0,0,0,,0,0,,0,,,1,1.2,1.2,1.2,,62,
332,Willie Frazier,HOU,TE,33,5,0,0,0,0,0,0,0,0,,0,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,54,
333,Billy Lefear,CLE,RB,25,10,0,0,0,0,0,0,0,0,,0,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,137,
334,Sam McCullum,MIN,WR,23,9,0,0,0,0,0,0,0,0,,0,2,25,12.50,0,2,,0,,,1,2.5,3.5,1.5,,83,
335,Terry Nelson,RAM,TE,24,14,3,0,0,0,0,0,0,0,,0,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,55,
336,Billy Parks,HOU,WR,27,10,0,0,0,0,0,0,0,0,,0,1,8,8.00,0,0,,0,,,1,1.8,1.8,1.3,,82,
337,Gary Parris,CLE,TE,25,14,0,0,0,0,0,0,0,0,,0,1,12,12.00,0,0,,0,,,1,2.2,2.2,1.7,,53,
338,Stan Winfrey,MIA,RB,22,11,0,0,0,0,0,0,3,10,3.33,0,0,0,,0,0,,0,,,1,1.0,1.0,1.0,,138,
339,George Amundson,PHI,RB,24,6,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,143,
340,Bobby Anderson,2TM,RB,28,6,0,0,1,0,0,0,1,1,1.00,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,140,
341,Dave Atkins,SDG,RB,26,3,0,0,0,0,0,0,1,4,4.00,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,139,
342,Bob Berry,MIN,QB,33,1,0,3,6,24,0,0,1,0,0.00,0,0,0,,0,1,,0,,,,,0.5,,,66,
343,Gary Butler,CHI,TE,24,8,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,56,
344,Virgil Carter,SDG,QB,30,1,1,3,5,24,0,1,2,11,5.50,0,0,0,,0,0,,0,,,,0.1,1.1,1.1,,64,
345,Gil Chapman,NOR,WR,22,9,0,0,0,0,0,0,0,0,,0,1,7,7.00,0,1,,0,,,,0.7,1.2,0.2,,96,
346,Craig Cotton,SDG,TE,28,9,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,57,
347,Reggie Craig,KAN,WR,22,14,0,0,0,0,0,0,0,0,,0,1,10,10.00,0,1,,0,,,,1.0,1.5,0.5,,88,
348,Steve Crosby,NYG,RB,25,4,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,144,
349,Larry Crowe,ATL,RB,25,5,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,145,
350,Brad Davis,ATL,RB,22,3,0,0,0,0,0,0,0,0,,0,0,0,,0,0,,0,,,,,,,,146,
351,Lynn Dickey,HOU,QB,26,14,0,2,4,46,0,1,1,3,3.00,0,0,0,,0,0,,0,,,,0.1,1.1,1.1,,63,
352,Tom Donchez,CHI,RB,23,14,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,147,
353,Mike Franckowiak,DEN,RB,22,14,0,0,0,0,0,0,1,1,1.00,0,0,0,,0,0,,0,,,,0.1,0.1,0.1,,141,
354,Len Garrett,2TM,TE,28,3,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,63,
355,Kent Gaydos,GNB,WR,26,4,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,90,
356,Steve Haggerty,DEN,WR,22,1,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,91,
357,Terry Hanratty,PIT,QB,27,1,0,0,0,0,0,0,1,0,0.00,0,0,0,,0,0,,0,,,,,,,,65,
358,Gary Hayman,BUF,RB,24,14,0,0,0,0,0,0,10,30,3.00,0,0,0,,0,3,,0,,,,,1.5,,,148,
359,Al Haywood,DEN,RB,27,2,0,0,0,0,0,0,0,0,,0,0,0,,0,,,0,,,,,,,,149,
