Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
42,Jim Mitchell,ATL,TE,28,14,14,0,0,0,0,0,0,0,,0,34,536,15.76,4,0,,5,,,84,117.6,120.6,100.6,27,5,42
43,Jerome Barkum,NYJ,TE,25,13,13,0,0,0,0,0,1,-7,-7.00,0,36,549,15.25,5,0,,5,,,84,120.2,123.2,102.2,27,3,43
44,Charlie Smith,PHI,WR,25,14,12,0,0,0,0,0,9,85,9.44,0,37,515,13.92,6,0,,6,,,96,133.0,136.0,114.5,26,18,44
45,Robert Newhouse,DAL,FB,25,14,13,1,2,46,1,0,209,930,4.45,2,34,275,8.09,0,5,,2,,,133,167.3,175.8,150.3,25,14,45
46,Reggie Rucker,CLE,WR,28,14,14,0,0,0,0,0,0,0,,0,60,770,12.83,3,0,,3,,,95,155.0,158.0,125.0,25,19,46
47,Riley Odoms*+,DEN,TE,25,14,14,0,0,0,0,0,5,27,5.40,0,40,544,13.60,3,2,,4,,,79,119.1,123.1,99.1,21,6,47
48,Glenn Doughty,BAL,WR,24,14,14,0,0,0,0,0,1,5,5.00,0,39,666,17.08,4,0,,4,,,91,130.1,133.1,110.6,20,20,48
49,Lawrence McCutcheon*,RAM,RB,25,13,13,0,1,0,0,0,213,911,4.28,2,31,230,7.42,1,4,,3,,,128,159.1,167.1,143.6,19,15,49
50,Sam Cunningham,NWE,FB,25,13,13,0,0,0,0,0,169,666,3.94,6,32,253,7.91,2,12,,8,,,128,159.9,171.9,143.9,18,16,50
51,Jon Keyworth,DEN,FB,25,14,14,0,0,0,0,0,182,725,3.98,3,42,314,7.48,1,4,,4,,,124,165.9,173.9,144.9,14,17,51
52,Delvin Williams,SFO,RB,24,14,12,0,0,0,0,0,117,631,5.39,3,34,370,10.88,1,1,,4,,,123,157.1,163.6,140.1,13,18,52
53,Dan Pastorini*,HOU,QB,26,14,14,163,342,2053,14,16,23,97,4.22,1,0,0,,0,3,,1,,,119,118.8,139.3,134.8,13,9,53
54,Walter White,KAN,TE,24,14,1,0,1,0,0,1,3,-10,-3.33,0,23,559,24.30,3,0,,3,,,71,93.9,97.9,83.4,12,7,54
55,Walter Payton,CHI,RB,22,13,7,0,1,0,0,1,196,679,3.46,7,33,213,6.45,0,9,,7,,,120,153.2,164.7,137.7,10,19,55
56,James Harris,RAM,QB,28,13,13,157,285,2148,14,15,18,45,2.50,1,0,0,,0,6,,1,,,116,116.4,137.4,131.4,10,10,56
57,Bo Rather,CHI,WR,25,14,14,0,0,0,0,0,4,24,6.00,0,39,685,17.56,2,2,,2,,,81,119.9,123.9,100.4,9,21,57
58,Jean Fugett,DAL,TE,24,14,9,0,0,0,0,0,1,2,2.00,0,38,488,12.84,3,0,,3,,,67,105.0,108.0,86.0,8,8,58
59,Charlie Sanders*,DET,TE,29,13,12,0,0,0,0,0,0,0,,0,37,486,13.14,3,1,,3,,,66,102.6,106.1,84.1,6,9,59
60,Norm Bulaich,MIA,RB,29,14,1,0,0,0,0,0,78,309,3.96,5,32,276,8.63,5,2,,10,,,117,148.5,155.5,132.5,5,20,60
61,Ronnie Coleman,HOU,RB,24,14,12,0,1,0,0,0,175,790,4.51,5,18,129,7.17,0,6,,5,,,116,133.9,142.9,124.9,5,21,61
62,Jim Lash,MIN,WR,24,14,14,0,1,0,0,0,0,0,,0,37,535,14.46,3,0,,4,,,78,114.5,117.5,96.0,5,23,62
63,Barry Pearson,KAN,WR,25,14,13,0,0,0,0,0,0,0,,0,36,608,16.89,3,1,,3,,,78,113.8,117.3,95.8,5,22,63
64,Pat Curran,SDG,TE,30,14,14,0,0,0,0,0,3,21,7.00,0,45,619,13.76,0,1,,0,,,64,109.0,112.5,86.5,4,10,64
65,Steve Grogan,NWE,QB,22,13,7,139,274,1976,11,18,30,110,3.67,3,0,0,,0,6,,3,,,110,110.0,137.0,128.0,3,11,65
66,Raymond Chester,BAL,TE,27,14,14,0,0,0,0,0,0,0,,0,38,457,12.03,3,1,,3,,,63,100.7,104.2,81.7,3,11,66
67,John Brockington,GNB,FB,27,14,12,0,0,0,0,0,144,434,3.01,7,33,242,7.33,1,2,,8,,,114,146.6,153.6,130.1,2,22,67
68,Ken Payne,GNB,WR,25,14,14,0,0,0,0,0,1,-2,-2.00,0,58,766,13.21,0,1,,0,,,75,133.4,136.9,104.4,2,24,68
69,Oscar Roan,CLE,TE,24,14,13,0,0,0,0,0,0,0,,0,41,463,11.29,3,2,,3,,,62,103.3,107.3,82.8,2,12,69
70,Woody Green,KAN,FB,24,12,11,0,0,0,0,0,167,611,3.66,5,23,215,9.35,1,6,,6,,,113,135.6,144.6,124.1,1,23,70
71,Golden Richards,DAL,WR,25,14,13,0,0,0,0,0,3,18,6.00,0,21,451,21.48,4,3,,5,,,74,94.9,99.4,84.4,1,26,71
72,Ron Jessie,RAM,WR,27,14,14,0,0,0,0,0,2,15,7.50,0,41,547,13.34,3,0,,3,,,74,115.2,118.2,94.7,1,25,72
73,Boobie Clark,CIN,FB,25,14,13,0,0,0,0,0,167,594,3.56,4,42,334,7.95,0,5,,4,,,112,153.8,162.3,132.8,,24,73
74,Preston Pearson,DAL,RB,30,14,10,0,0,0,0,0,133,509,3.83,2,27,351,13.00,2,1,,4,,,109,136.0,142.5,122.5,,25,74
75,Bob Griese,MIA,QB,30,10,10,118,191,1693,14,13,17,59,3.47,1,0,0,,0,2,,1,,,108,107.6,124.6,120.6,,12,75
76,Mercury Morris,MIA,RB,28,14,14,0,0,0,0,0,219,875,4.00,4,2,15,7.50,0,5,,4,,,108,110.0,115.5,109.0,,26,76
77,Carl Garrett,NYJ,RB,28,13,8,0,0,0,0,0,122,566,4.64,5,19,180,9.47,1,4,,6,,,107,125.6,133.6,116.1,,27,77
78,Craig Morton,NYG,QB,32,14,14,186,363,2359,11,16,22,72,3.27,0,0,0,,0,9,,0,,,105,104.6,128.1,120.6,,13,78
79,Rickey Young,SDG,RB,22,14,8,0,0,0,0,0,138,577,4.18,5,21,166,7.90,1,5,,6,,,105,126.3,134.8,115.8,,28,
80,Dexter Bussey,DET,FB,23,13,13,0,0,0,0,0,157,696,4.43,2,14,175,12.50,2,7,,4,,,104,118.1,127.6,111.1,,29,
81,Stan Fritts,CIN,RB,23,13,5,2,4,31,0,0,94,375,3.99,8,6,63,10.50,2,1,,10,,,104,110.0,113.5,107.0,,30,
82,Roman Gabriel,PHI,QB,35,11,9,151,292,1644,13,11,13,70,5.38,1,0,0,,0,5,,1,,,104,103.8,120.3,114.8,,14,
83,Ed Marinaro,MIN,FB,25,14,13,0,0,0,0,0,101,358,3.54,1,54,462,8.56,3,3,,4,,,103,157.0,164.5,130.0,,31,
84,Ken Stabler,OAK,QB,30,14,13,171,293,2296,16,24,6,-5,-0.83,0,0,0,,0,4,,0,,,103,103.3,132.3,127.3,,15,
85,Andy Johnson,NWE,RB,23,14,9,0,0,0,0,0,117,488,4.17,3,26,294,11.31,1,4,,4,,,98,124.2,132.2,111.2,,32,
86,Floyd Little,DEN,RB,33,14,10,0,0,0,0,0,125,445,3.56,2,29,308,10.62,2,2,,4,,,97,126.3,133.3,111.8,,33,
87,Mike Strachan,NOR,RB,22,11,11,0,0,0,0,0,161,668,4.15,2,30,224,7.47,0,4,,2,,,97,127.2,135.2,112.2,,34,
88,Steve Bartkowski,ATL,QB,23,11,11,115,255,1662,13,15,14,15,1.07,2,0,0,,0,6,,2,,,96,96.0,117.0,111.0,,16,
89,Altie Taylor,DET,RB,28,14,14,0,0,0,0,0,195,638,3.27,4,21,111,5.29,0,3,,4,,,96,116.9,124.4,106.4,,35,
90,Ron Johnson,NYG,RB,28,14,8,0,0,0,0,0,116,351,3.03,5,34,280,8.24,1,5,,6,,,94,128.1,136.6,111.1,,36,
91,Don McCauley,BAL,RB,26,14,0,0,0,0,0,0,60,196,3.27,10,14,93,6.64,1,1,,11,,,94,107.9,111.4,100.9,,37,
92,Don Hardeman,HOU,FB,22,13,10,0,0,0,0,0,166,648,3.90,5,5,10,2.00,0,3,,5,,,93,97.8,102.3,95.3,,39,
93,Ed Podolak,KAN,RB,28,14,4,0,1,0,0,1,102,351,3.44,3,37,332,8.97,2,3,,5,,,93,130.3,138.8,112.8,,38,
94,Larry Schreiber,SFO,FB,28,14,14,0,0,0,0,0,134,337,2.51,5,40,289,7.23,1,6,,6,,,93,132.6,141.6,112.6,,40,
95,Joe Namath,NYJ,QB,32,14,13,157,326,2286,15,28,10,6,0.60,0,0,0,,0,4,,0,,,92,92.0,125.0,120.0,,17,
96,Haskel Stanback,ATL,RB,23,14,10,1,1,41,1,0,105,440,4.19,5,14,115,8.21,0,2,,5,,,89,103.1,110.1,96.1,,41,
97,Clarence Davis,OAK,RB,26,11,8,0,0,0,0,0,112,486,4.34,4,11,126,11.45,1,4,,5,,,87,98.2,106.2,92.7,,42,
98,Tom Sullivan,PHI,RB,25,14,12,0,0,0,0,0,173,632,3.65,0,28,276,9.86,0,4,,0,,,87,114.8,122.8,100.8,,43,
99,Larry Brown,WAS,RB,28,14,8,0,0,0,0,0,97,352,3.63,3,25,225,9.00,2,2,,5,,,86,110.7,117.7,98.2,,44,
100,Joe Reed,DET,QB,27,10,8,86,191,1181,9,10,34,193,5.68,1,0,0,,0,3,,1,,,86,85.5,103.0,95.5,,18,
101,Jim Bertelsen,RAM,RB,25,13,11,0,0,0,0,0,116,457,3.94,3,14,208,14.86,0,2,,3,,,83,96.5,103.5,89.5,,46,
102,Willard Harrell,GNB,RB,23,14,12,3,5,61,3,0,121,359,2.97,1,34,261,7.68,2,11,,3,,,83,117.4,128.9,100.4,,45,
103,Mike Livingston,KAN,QB,30,7,7,88,176,1245,8,6,13,68,5.23,1,0,0,,0,6,,2,,,83,82.6,94.6,88.6,,19,
104,George Blanda,OAK,QB,48,14,0,1,3,11,0,1,0,0,,0,0,0,,0,1,,0,,,80,80.4,81.9,81.4,,20,
105,Doug Dennison,DAL,RB,24,13,4,0,0,0,0,0,111,383,3.45,7,2,5,2.50,0,1,,7,,,80,81.8,85.3,80.8,,47,
106,Cullen Bryant,RAM,RB,24,14,3,0,0,0,0,0,117,467,3.99,2,20,229,11.45,0,4,,2,,,78,97.6,105.6,87.6,,49,
107,Doug Kotar,NYG,RB,24,14,6,0,0,0,0,0,122,378,3.10,6,9,86,9.56,0,4,,6,,,78,87.4,92.4,82.9,,48,
108,Mark van Eeghen,OAK,FB,23,14,8,0,0,0,0,0,136,597,4.39,2,12,42,3.50,1,5,,3,,,77,88.9,94.4,82.9,,50,
109,Joe Dawkins,NYG,FB,27,14,12,0,0,0,0,0,129,438,3.40,2,24,245,10.21,0,5,,2,,,75,99.3,107.8,87.3,,51,
110,Alvin Maxson,NOR,RB,24,13,13,0,0,0,0,0,139,371,2.67,3,41,234,5.71,0,4,,3,,,75,115.5,123.5,95.0,,52,
111,Jack Dolbin,DEN,WR,27,14,1,0,0,0,0,0,5,72,14.40,0,22,421,19.14,3,0,,4,,,73,95.3,98.3,84.3,,27,
112,Ray Jarvis,DET,WR,26,14,12,0,0,0,0,0,1,0,0.00,0,29,501,17.28,4,1,,4,,,73,102.1,105.6,87.6,,28,
113,Archie Manning,NOR,QB,26,13,13,159,338,1683,7,20,33,186,5.64,1,0,0,,0,7,,1,,,73,72.9,102.4,92.9,,22,
114,Norm Snead,SFO,QB,36,9,7,108,189,1337,9,10,9,30,3.33,1,0,0,,0,5,,1,,,73,73.5,89.0,83.5,,21,
115,Lenvil Elliott,CIN,RB,24,14,5,0,0,0,0,0,71,308,4.34,1,20,196,9.80,3,2,,4,,,72,92.4,99.4,82.4,,53,
116,Steve Ramsey,DEN,QB,27,11,7,128,233,1562,9,14,6,38,6.33,0,0,0,,0,2,,0,,,72,72.3,90.3,86.3,,23,
117,Fred Biletnikoff,OAK,WR,32,11,10,0,0,0,0,0,0,0,,0,43,587,13.65,2,0,,2,,,71,113.7,116.7,92.2,,30,
118,Walker Gillette,NYG,WR,28,14,14,0,0,0,0,0,0,0,,0,43,600,13.95,2,1,,2,,,71,114.0,117.5,92.5,,29,
119,Chip Myers,CIN,WR,30,13,2,0,0,0,0,0,0,0,,0,36,527,14.64,3,0,,3,,,71,106.7,109.7,88.7,,31,
120,Bill Olds,BAL,FB,24,14,14,0,0,0,0,0,94,281,2.99,2,30,194,6.47,2,1,,4,,,71,100.5,107.0,85.5,,54,
121,Dan Fouts,SDG,QB,24,10,9,106,195,1396,2,10,23,170,7.39,2,0,0,,0,3,,2,,,70,69.8,87.3,79.8,,24,
122,Rick Upchurch,DEN,WR,23,14,0,0,0,0,0,0,16,97,6.06,1,18,436,24.22,2,3,,3,,,68,86.3,90.8,77.3,,32,
123,Roland Harper,CHI,FB,22,13,10,0,0,0,0,0,100,453,4.53,1,27,191,7.07,0,3,,1,,,67,94.4,101.9,80.9,,55,
124,Billy Johnson*,HOU,WR,23,14,14,0,0,0,0,0,5,17,3.40,0,37,393,10.62,1,5,,5,,,66,103.0,108.5,84.5,,34,
125,Barty Smith,GNB,FB,23,14,2,0,0,0,0,0,60,243,4.05,4,16,140,8.75,1,2,,5,,,66,82.3,89.3,74.3,,56,
126,John Stallworth,PIT,WR,23,11,9,0,0,0,0,0,0,0,,0,20,423,21.15,4,0,,4,,,66,86.3,89.3,76.3,,33,
127,Rocky Bleier,PIT,RB,29,11,11,0,0,0,0,0,140,528,3.77,2,15,65,4.33,0,7,,2,,,64,79.3,85.8,71.8,,57,
128,Roger Carr,BAL,WR,23,14,14,0,0,0,0,0,0,0,,0,23,517,22.48,2,0,,2,,,64,86.7,89.7,75.2,,35,
129,John Hadl,GNB,QB,35,14,13,191,353,2095,6,21,20,47,2.35,0,0,0,,0,7,,0,,,64,63.5,91.0,84.5,,25,
130,Hugh McKinnis,CLE,FB,27,14,1,0,0,0,0,0,71,259,3.65,4,17,155,9.12,0,2,,4,,,63,80.4,87.4,71.9,,58,
131,Steve Odom*,GNB,WR,23,14,8,0,0,0,0,0,5,55,11.00,0,15,299,19.93,4,2,,5,,,63,78.4,82.4,70.9,,36,
132,Steve Jones,STL,RB,24,13,1,0,0,0,0,0,54,275,5.09,2,19,194,10.21,1,3,,3,,,62,80.9,88.4,71.4,,59,
133,Haven Moses,DEN,WR,29,14,14,0,0,0,0,0,0,0,,0,29,505,17.41,2,1,,2,,,62,90.5,94.0,76.0,,37,
134,Larry Brunson,KAN,WR,26,14,14,0,0,0,0,0,2,89,44.50,0,23,398,17.30,2,0,,2,,,61,83.7,86.7,72.2,,38,
135,Marlin Briscoe,2TM,WR,30,11,8,0,2,0,0,0,2,-3,-1.50,0,24,372,15.50,4,1,,4,,,60,83.9,87.4,71.9,,39,
136,James McAlister,PHI,RB,24,14,2,0,0,0,0,0,103,335,3.25,1,17,134,7.88,2,5,,3,,,60,76.9,85.4,68.4,,60,
137,Stu Voigt,MIN,TE,27,13,13,0,0,0,0,0,0,0,,0,34,363,10.68,4,0,,4,,,60,94.3,97.3,77.3,,13,
138,Freddie Solomon,MIA,WR,22,14,5,0,0,0,0,0,4,87,21.75,0,22,339,15.41,2,2,,3,,,59,80.6,84.6,69.6,,40,
139,Eddie Bell,NYJ,WR,29,14,13,0,0,0,0,0,0,0,,0,20,344,17.20,4,0,,4,,,58,78.4,81.4,68.4,,41,
140,MacArthur Lane,KAN,RB,33,9,7,0,0,0,0,0,79,311,3.94,2,25,202,8.08,0,5,,2,,,58,83.3,91.8,70.8,,61,
141,Charley Young,DAL,RB,23,12,1,0,0,0,0,0,50,225,4.50,2,18,184,10.22,1,1,,3,,,58,75.9,82.4,66.9,,62,
142,Jerry Smith,WAS,TE,32,14,14,0,0,0,0,0,0,0,,0,31,391,12.61,3,0,,3,,,57,88.1,91.1,72.6,,14,
143,Steve Spurrier,SFO,QB,30,11,6,102,207,1151,5,7,15,91,6.07,0,0,0,,0,4,,0,,,57,57.1,69.1,64.1,,26,
144,Fred Willis,HOU,FB,28,13,4,0,0,0,0,0,118,420,3.56,2,20,104,5.20,0,7,,2,,,57,77.4,86.9,67.4,,63,
145,Po James,PHI,RB,26,14,0,0,0,0,0,0,43,196,4.56,1,32,267,8.34,1,2,,2,,,56,88.3,95.3,72.3,,64,
146,Jeff Kinney,KAN,RB,26,13,6,0,0,0,0,0,85,304,3.58,2,21,148,7.05,0,1,,2,,,56,77.2,83.7,66.7,,65,
147,Brent McClanahan,MIN,RB,24,12,3,0,0,0,0,0,92,336,3.65,0,18,141,7.83,1,0,,1,,,54,71.7,77.7,62.7,,66,
148,Len Dawson,KAN,QB,40,12,5,93,140,1095,5,4,5,7,1.40,0,0,0,,0,4,,0,,,53,52.5,61.5,56.5,,27,
149,Tom Mitchell,SFO,TE,31,13,12,0,0,0,0,0,0,0,,0,25,366,14.64,3,2,,3,,,53,77.6,81.6,65.1,,16,
150,Bob Tucker,NYG,TE,30,14,14,0,0,0,0,0,1,-5,-5.00,0,34,484,14.24,1,1,,1,,,53,86.9,90.4,69.9,,15,
151,Don Woods,SDG,FB,24,5,5,0,0,0,0,0,87,317,3.64,2,13,101,7.77,0,1,,2,,,53,65.8,72.3,59.3,,67,
152,Rod McNeill,NOR,RB,24,14,3,0,0,0,0,0,61,206,3.38,2,18,138,7.67,2,6,,4,,,52,70.4,79.4,61.4,,68,
153,Darryl Stingley,NWE,WR,24,14,14,0,0,0,0,0,6,39,6.50,0,21,378,18.00,2,2,,2,,,52,72.7,76.7,62.2,,42,
154,Larry Watkins,NYG,RB,29,14,2,0,0,0,0,0,68,303,4.46,3,7,43,6.14,0,1,,3,,,52,58.6,62.1,55.1,,69,
155,Mike Adamle,CHI,RB,26,14,7,2,2,57,0,0,94,353,3.76,1,15,111,7.40,0,4,,1,,,51,65.7,73.7,58.2,,71,
156,Sammy Johnson,SFO,RB,23,14,0,0,2,0,0,0,55,185,3.36,3,23,177,7.70,0,3,,3,,,51,74.2,81.7,62.7,,70,
157,Rich McGeorge,GNB,TE,27,14,14,0,0,0,0,0,0,0,,0,32,458,14.31,1,1,,1,,,51,82.8,86.3,66.8,,17,
158,John Cappelletti,RAM,RB,23,13,0,0,0,0,0,0,48,158,3.29,6,0,0,,0,2,,6,,,50,49.8,53.8,49.8,,72,
159,Wallace Francis,ATL,WR,24,14,3,0,0,0,0,0,2,12,6.00,0,13,270,20.77,4,2,,4,,,50,63.2,67.2,56.7,,43,
160,Marv Hubbard,OAK,FB,29,7,6,0,0,0,0,0,60,294,4.90,2,7,81,11.57,0,0,,2,,,50,56.5,59.5,53.0,,73,
161,Earl Thomas,STL,WR,27,11,9,0,0,0,0,0,0,0,,0,21,375,17.86,2,0,,2,,,50,70.5,73.5,60.0,,44,
162,Bob Grim,CHI,WR,30,14,13,0,1,0,0,0,0,0,,0,28,374,13.36,2,0,,2,,,49,77.4,80.4,63.4,,45,
163,John Fuqua,PIT,FB,29,14,3,0,0,0,0,0,74,285,3.85,1,18,146,8.11,0,1,,1,,,48,66.1,72.6,57.1,,74,
164,Fran Lynch,DEN,RB,30,14,1,0,0,0,0,0,57,218,3.82,3,6,33,5.50,1,1,,4,,,48,54.1,57.6,51.1,,75,
165,Billy Masters,KAN,TE,31,14,14,0,0,0,0,0,0,0,,0,24,314,13.08,3,1,,3,,,48,72.4,75.9,60.4,,19,
166,Dwight McDonald,SDG,WR,24,14,13,0,0,0,0,0,0,0,,0,19,298,15.68,3,0,,3,,,48,66.8,69.8,57.3,,46,
167,Mike Phipps,CLE,QB,28,14,11,162,313,1749,4,19,18,70,3.89,0,0,0,,0,7,,0,,,48,48.0,73.5,67.0,,28,
168,Paul Seal,NOR,TE,23,14,14,0,0,0,0,0,1,10,10.00,0,28,414,14.79,1,0,,1,,,48,76.4,79.4,62.4,,18,
169,Essex Johnson,CIN,RB,29,12,4,0,0,0,0,0,58,177,3.05,1,25,196,7.84,1,2,,2,,,47,72.3,79.3,59.8,,76,
170,Frank Lewis,PIT,WR,28,10,4,0,0,0,0,0,2,36,18.00,0,17,308,18.12,2,0,,2,,,46,63.4,66.4,54.9,,47,
171,Jim Mandich,MIA,TE,27,14,6,0,0,0,0,0,0,0,,0,21,217,10.33,4,0,,4,,,46,66.7,69.7,56.2,,20,
172,Horace King,DET,RB,22,14,0,0,1,0,0,0,61,260,4.26,2,13,81,6.23,0,1,,2,,,45,58.1,61.6,51.6,,77,
173,Benny Malone,MIA,RB,23,10,0,0,0,0,0,0,65,220,3.38,3,2,47,23.50,0,0,,3,,,45,46.7,49.7,45.7,,79,
174,Bobby Thompson,DET,RB,28,14,1,0,0,0,0,0,51,268,5.25,1,19,122,6.42,0,0,,1,,,45,64.0,70.0,54.5,,78,
175,Bob Avellini,CHI,QB,22,8,4,67,126,942,6,11,4,-3,-0.75,1,0,0,,0,2,,1,,,43,43.4,58.4,54.4,,29,
