Rk,Player,Tm,FantPos,Age,G,GS,Cmp,Att,Yds,TD,Int,Att.1,Yds.1,Y/A,TD.1,Tgt,Rec,Yds.2,Y/R,TD.2,Fmb,FL,TD.3,2PM,2PP,FantPt,PPR,DKPt,FDPt,VBD,PosRank,OvRank
459,Paul Irons,CLE,TE,22,2,1,0,0,0,0,0,0,0,,0,2,2,16,8.00,0,0,,0,,,2,3.6,3.6,2.6,,86,
460,Bryan Johnson,CHI,FB,27,7,6,0,0,0,0,0,1,5,5.00,0,5,5,15,3.00,0,0,,0,,,2,7.0,7.0,4.5,,143,
461,Vonta Leach,GNB,FB,24,16,5,0,0,0,0,0,0,0,,0,10,5,19,3.80,0,0,,0,,,2,6.9,6.9,4.4,,145,
462,Travis Minor,MIA,RB,26,16,0,0,0,0,0,0,5,17,3.40,0,1,1,0,0.00,0,0,,0,,,2,2.7,2.7,2.2,,149,
463,Richard Owens,MIN,TE,25,16,2,0,0,0,0,0,0,0,,0,2,2,18,9.00,0,0,,0,,,2,3.8,3.8,2.8,,84,
464,Jerome Pathon,ATL,WR,30,9,0,0,0,0,0,0,0,0,,0,3,1,18,18.00,0,0,,0,,,2,2.8,2.8,2.3,,164,
465,Brett Pierce,DAL,TE,24,10,1,0,0,0,0,0,0,0,,0,3,2,15,7.50,0,0,,0,,,2,3.5,3.5,2.5,,87,
466,Gabe Reid,CHI,TE,28,16,3,0,0,0,0,0,0,0,,0,6,3,20,6.67,0,0,,0,,,2,5.0,5.0,3.5,,83,
467,Alan Ricard,BAL,FB,28,2,2,0,0,0,0,0,0,0,,0,3,2,18,9.00,0,0,,0,,,2,3.8,3.8,2.8,,148,
468,Darren Sproles,SDG,RB,22,15,0,0,0,0,0,0,8,50,6.25,0,4,3,10,3.33,0,3,2,0,,,2,5.0,7.0,3.5,,144,
469,Kordell Stewart,BAL,QB,33,1,0,0,0,0,0,0,4,24,6.00,0,1,0,0,,0,0,,0,,,2,2.4,2.4,2.4,,70,
470,Darius Watts,DEN,WR,24,6,0,0,0,0,0,0,0,0,,0,4,2,22,11.00,0,0,,0,,,2,4.2,4.2,3.2,,162,
471,Jamel White,BAL,RB,28,5,0,0,0,0,0,0,6,17,2.83,0,1,0,0,,0,0,,0,,,2,1.7,1.7,1.7,,150,
472,Roland Williams,STL,TE,30,4,3,0,0,0,0,0,0,0,,0,3,3,21,7.00,0,0,,0,,,2,5.1,5.1,3.6,,82,
473,Walter Williams,GNB,RB,28,2,0,0,0,0,0,0,0,0,,0,2,1,19,19.00,0,0,,0,,,2,2.9,2.9,2.4,,146,
474,Amos Zereoue,NWE,RB,29,3,0,0,0,0,0,0,7,14,2.00,0,1,1,5,5.00,0,0,,0,,,2,2.9,2.9,2.4,,147,
475,Damien Anderson,ARI,RB,26,5,0,0,0,0,0,0,2,7,3.50,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,154,
476,Richard Angulo,MIN,TE,25,2,0,0,0,0,0,0,0,0,,0,1,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,90,
477,Fred Beasley,SFO,FB,31,9,7,0,0,0,0,0,0,0,,0,3,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,152,
478,Eddie Berlin,CHI,WR,27,5,0,0,0,0,0,0,0,0,,0,4,2,9,4.50,0,0,,0,,,1,2.9,2.9,1.9,,170,
479,Terrance Copper,DAL,WR,23,16,0,0,0,0,0,0,0,0,,0,4,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,172,
480,Ronald Curry,OAK,WR,26,2,0,0,0,0,0,0,0,0,,0,2,2,12,6.00,0,0,,0,,,1,3.2,3.2,2.2,,168,
481,Gregg Guenther,TEN,TE,23,5,0,0,0,0,0,0,0,0,,0,3,2,13,6.50,0,0,,0,,,1,3.3,3.3,2.3,,89,
482,Ben Hartsock,IND,TE,25,7,0,0,0,0,0,0,0,0,,0,2,2,8,4.00,0,0,,0,,,1,2.8,2.8,1.8,,92,
483,Robert Johnson,WAS,TE,25,2,0,0,0,0,0,0,0,0,,0,2,1,14,14.00,0,0,,0,,,1,2.4,2.4,1.9,,88,
484,Kliff Kingsbury,NYJ,QB,26,1,0,1,2,17,0,0,0,0,,0,0,0,0,,0,0,,0,,,1,0.7,0.7,0.7,,72,
485,Jon Kitna,CIN,QB,33,3,0,17,29,99,0,2,2,14,7.00,0,0,0,0,,0,0,,0,,,1,1.4,3.4,3.4,,71,
486,Matt Kranchick,2TM,TE,26,6,1,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,94,
487,Glenn Martinez,DET,WR,24,5,0,0,0,0,0,0,0,0,,0,7,1,11,11.00,0,0,,0,,,1,2.1,2.1,1.6,,169,
488,Fred McCrary,ATL,FB,33,15,0,0,0,0,0,0,0,0,,0,3,3,12,4.00,0,0,,0,,,1,4.2,4.2,2.7,,153,
489,Dave Moore,TAM,TE,36,16,1,0,0,0,0,0,0,0,,0,1,1,5,5.00,0,0,,0,,,1,1.5,1.5,1.0,,95,
490,Ryan Neufeld,BUF,TE,30,13,0,0,0,0,0,0,0,0,,0,4,1,9,9.00,0,0,,0,,,1,1.9,1.9,1.4,,91,
491,Dan Orlovsky,DET,QB,22,2,0,7,17,63,0,0,0,0,,0,0,0,0,,0,1,1,0,,,1,0.5,1.5,0.5,,73,
492,O.J. Small,TEN,WR,23,2,0,0,0,0,0,0,0,0,,0,1,1,6,6.00,0,0,,0,,,1,1.6,1.6,1.1,,171,
493,Rod Smart,CAR,RB,28,12,0,0,0,0,0,0,3,6,2.00,0,0,0,0,,0,1,,0,,,1,0.6,0.6,0.6,,155,
494,Musa Smith,BAL,RB,23,1,0,0,0,0,0,0,0,0,,0,3,3,5,1.67,0,0,,0,,,1,3.5,3.5,2.0,,156,
495,Trent Smith,SFO,TE,26,5,2,0,0,0,0,0,0,0,,0,8,3,7,2.33,0,0,,0,,,1,3.7,3.7,2.2,,93,
496,Dominique Thompson,STL,WR,23,2,0,0,0,0,0,0,0,0,,0,2,1,13,13.00,0,0,,0,,,1,2.3,2.3,1.8,,167,
497,Rich Alexis,JAX,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,160,
498,David Allen,STL,RB,27,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,161,
499,Jason Anderson,HOU,RB,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,162,
500,Alex Bannister,SEA,WR,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,173,
501,Darian Barnes,MIA,FB,25,9,6,0,0,0,0,0,0,0,,0,4,0,0,,0,,,0,,,,,,,,163,
502,Jarrod Baxter,ARI,FB,26,8,2,0,0,0,0,0,0,0,,0,3,1,4,4.00,0,0,,0,,,,1.4,1.4,0.9,,157,
503,Sean Berton,NYG,TE,26,14,0,0,0,0,0,0,0,0,,0,1,1,3,3.00,0,0,,0,,,,1.3,1.3,0.8,,96,
504,Eric Beverly,ATL,TE,31,16,2,0,0,0,0,0,0,0,,0,3,0,0,,0,,,0,,,,,,,,98,
505,John Bronson,ARI,TE,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,99,
506,Nehemiah Broughton,WAS,FB,23,4,0,0,0,0,0,0,1,3,3.00,0,0,0,0,,0,0,,0,,,,0.3,0.3,0.3,,159,
507,Romby Bryant,ATL,WR,26,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,174,
508,Terry Butler,NYJ,RB,23,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,164,
509,Kory Chapman,IND,RB,25,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,165,
510,Brad Cieslak,BUF,TE,23,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,100,
511,DeAndra Cobb,ATL,RB,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,166,
512,Jerome Collins,STL,TE,23,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,101,
513,Todd Collins,KAN,QB,34,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,75,
514,Devard Darling,BAL,WR,23,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,175,
515,Koy Detmer,PHI,QB,32,16,0,32,56,238,0,3,1,1,1.00,0,0,0,0,,0,2,2,0,,,,-0.4,4.6,2.6,,79,
516,Eddie Drummond,DET,WR,25,12,0,0,0,0,0,0,1,-3,-3.00,0,0,0,0,,0,1,,0,,,,-0.3,-0.3,-0.3,,199,
517,Kevin Dudley,ATL,RB,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,167,
518,Jeff Dugan,MIN,TE,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,102,
519,Omar Easy,OAK,FB,28,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,168,
520,Adimchinobe Echemandu,MIN,RB,25,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,169,
521,Patrick Estes,SFO,TE,22,7,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,103,
522,Zeron Flemister,OAK,TE,29,12,3,0,0,0,0,0,0,0,,0,2,0,0,,0,0,,0,,,,,,,,104,
523,Doug Flutie,NWE,QB,43,5,0,5,10,29,0,0,5,-1,-0.20,0,0,0,0,,0,2,1,0,,,,0.1,1.1,0.1,,74,
524,Carl Ford,CHI,WR,25,10,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,
525,Karl Hankton,CAR,WR,35,16,0,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,177,
526,Tim Hasselbeck,NYG,QB,27,2,0,0,0,0,0,0,2,-3,-1.50,0,0,0,0,,0,0,,0,,,,-0.3,-0.3,-0.3,,78,
527,Shaun Hill,MIN,QB,25,1,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,76,
528,James Hodgins,ARI,FB,28,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,170,
529,Carlyle Holiday,ARI,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,178,
530,Tony Hollings,HOU,RB,24,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,171,
531,Alex Holmes,MIA,TE,24,8,0,0,0,0,0,0,0,0,,0,1,1,2,2.00,0,0,,0,,,,1.2,1.2,0.7,,97,
532,Keenan Howry,MIN,WR,24,4,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,179,
533,Tory Humphrey,GNB,TE,22,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,105,
534,Nate Jackson,DEN,WR,26,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,180,
535,Jamal Jones,GNB,WR,24,2,0,0,0,0,0,0,0,0,,0,1,0,0,,0,1,,0,,,,,,,,181,
536,Mark Jones,TAM,WR,25,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,182,
537,Ryan Krause,SDG,TE,24,3,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,106,
538,Nate Lawrie,TAM,TE,24,6,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,107,
539,Luke Lawton,NYJ,RB,25,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,0,,0,,,,,,,,172,
540,Michael Lewis,NOR,WR,34,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,1,,0,,,,,,,,183,
541,Chad Lucas,GNB,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,184,
542,Marcus Maxwell,SFO,WR,22,4,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,185,
543,Sean McHugh,DET,TE,23,3,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,108,
544,Corey McIntyre,CLE,FB,26,15,1,0,0,0,0,0,0,0,,0,1,0,0,,0,0,,0,,,,,,,,173,
545,Shad Meier,NOR,TE,27,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,109,
546,Itula Mili,SEA,TE,32,2,0,0,0,0,0,0,0,0,,0,2,0,0,,0,,,0,,,,,,,,110,
547,Billy Miller,CLE,TE,28,3,1,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,111,
548,Johnnie Morant,OAK,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,186,
549,Sean Morey,PIT,WR,29,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,187,
550,Harold Morrow,ARI,FB,32,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,174,
551,J.J. Moses,ARI,WR,26,2,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,188,
552,Chad Owens,JAX,WR,23,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,2,,0,,,,,,,,189,
553,Rich Parson,WAS,WR,25,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,190,
554,Ed Perry,KAN,TE,31,6,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,112,
555,Andrew Pinnock,SDG,FB,25,12,0,0,0,0,0,0,1,4,4.00,0,0,0,0,,0,0,,0,,,,0.4,0.4,0.4,,158,
556,Derek Rackley,ATL,TE,28,16,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,113,
557,Tony Romo,DAL,QB,25,16,0,0,0,0,0,0,2,-2,-1.00,0,0,0,0,,0,0,,0,,,,-0.2,-0.2,-0.2,,77,
558,Cliff Russell,MIA,WR,26,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,191,
559,Sean Ryan,DAL,TE,25,3,1,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,114,
560,B.J. Sams,BAL,RB,25,14,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,175,
561,Mike Seidman,CAR,TE,24,12,1,0,0,0,0,0,0,0,,0,4,0,0,,0,1,,0,,,,,,,,115,
562,Ben Steele,GNB,TE,27,2,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,116,
563,Barry Stokes,ATL,TE,32,16,1,0,0,0,0,0,0,0,,0,0,0,0,,0,0,,0,,,,,,,,117,
564,Jamaar Taylor,NYG,WR,24,5,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,192,
565,David Terrell,DEN,WR,26,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,193,
566,Sloan Thomas,TEN,WR,24,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,194,
567,Taco Wallace,GNB,WR,24,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,195,
568,Nate Washington,PIT,WR,22,1,0,0,0,0,0,0,0,0,,0,1,0,0,,0,,,0,,,,,,,,196,
569,Kenny Watson,CIN,RB,27,1,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,176,
570,Harry Williams,NYJ,WR,23,1,0,0,0,0,0,0,0,0,,0,,0,0,,0,,,0,,,,,,,,197,
571,Nick Luchey,CIN,FB,28,3,0,0,0,0,0,0,1,0,0.00,0,0,0,0,,0,0,,0,,,,,,,,177,
572,George Wilson,BUF,WR,24,3,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,,,,,,,,198,
573,Ovie Mughelli,BAL,FB,25,13,5,0,0,0,0,0,0,0,,0,6,3,13,4.33,0,1,1,0,,,-1,2.3,3.3,0.8,,178,
574,ReShard Lee,GNB,RB,25,7,1,0,0,0,0,0,11,16,1.45,0,1,1,5,5.00,0,2,2,0,,,-2,-0.9,1.1,-1.4,,179,
575,Josh Scobey,SEA,RB,26,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,180,
576,Reggie Swinton,ARI,WR,30,15,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,1,0,,,-2,-2.0,-1.0,-2.0,,200,
577,Aaron Rodgers,GNB,QB,22,3,0,9,16,65,0,1,2,7,3.50,0,0,0,0,,0,2,2,0,,,-3,-2.7,0.3,-1.7,,80,
578,Fred McAfee,NOR,RB,37,16,0,0,0,0,0,0,0,0,,0,0,0,0,,0,2,2,0,,,-4,-4.0,-2.0,-4.0,,181,
579,Rasheed Marshall,SFO,WR,24,12,0,0,0,0,0,0,1,-7,-7.00,0,6,1,-1,-1.00,0,4,3,0,,,-7,-5.8,-2.8,-6.3,,201,
